uid,nome_canonico,__prio,grupo,subgrupo,subgrupo_n3,preparo_detectado,chave_strict,chave_loose,ac_pantotenico_b5_mg_100g,acucares_totais_g_100g,amido_g_100g,beta_caroteno_ug_100g,calcio_mg_100g,carboidratos_g_100g,cinzas_g_100g,cloreto_mg_100g,cobalamina_b12_ug_100g,cobre_mg_100g,colesterol_mg_100g,energia_kcal_100g,energia_kj_100g,ferro_mg_100g,fibra_alimentar_g_100g,folato_b9_ug_100g,fosforo_mg_100g,iodo_ug_100g,lipidios_g_100g,magnesio_mg_100g,manganes_mg_100g,niacina_b3_mg_100g,piridoxina_b6_mg_100g,potassio_mg_100g,proteina_g_100g,retinol_ug_100g,riboflavina_b2_mg_100g,selenio_ug_100g,sodio_mg_100g,tiamina_b1_mg_100g,umidade_g_100g,vitamina_c_mg_100g,vitamina_d_ug_100g,vitamina_e_mg_100g,vitamina_k1_ug_100g,vitamina_k2_ug_100g,zinco_mg_100g,__fonte,nome_original,similar_group_id
baf92b8d-02d8-53ef-a87a-d6fe769ca18e,"Cheval, faux-filet, cru",4,,viandes crues,autres viandes,cru,cheval faux-filet cru,cheval faux-filet,,,,,,,,,1.51,,,,,2.55,0.0,,,,3.58,,,5.6,0.66,,22.2,,,5.35,,,,,,,,,1.91,CIQUAL,"Cheval, faux-filet, cru",f78fff37aa74
baf9e269-1b9f-5810-b7b2-29b17a503a95,Cebolinho fresco,3,,,,,cebolinho fresco,cebolinho fresco,,1.7,0.0,3402.0,77.0,,,,0.0,,0.0,28,116,1.3,2.1,64.0,51.0,,,17.0,,0.6,0.22,220.0,2.8,,0.2,,3.0,0.07,92.0,41.0,0.0,,,,0.4,INSA,Cebolinho fresco,9f06669a1f2a
bafa5b28-1559-569b-9214-b54dbb87077a,Sementes de papoila,3,,,,,sementes de papoila,sementes de papoila,,3.0,10.7,0.0,1510.0,,,,0.0,,0.0,565,2340,10.0,10.0,0.0,840.0,,,330.0,,0.99,0.5,700.0,19.3,,0.17,,21.0,0.85,6.4,0.0,0.0,,,,9.4,INSA,Sementes de papoila,6842bdd2b342
bafad76b-6807-5986-ac1c-c1f5d70d2a2d,Tomme ou tome de montagne ou de Savoie,4,,fromages et assimilés,fromages à pâte pressée,,tomme ou tome de montagne ou de savoie,tomme ou tome de montagne ou de savoie,0.32,,0.0,161.0,600.0,,2.9,910.0,2.03,0.31,88.6,,,0.07,0.0,47.6,510.0,,29.1,20.0,0.02,3.23,0.049,140.0,25.0,265.0,0.26,,493.0,,41.6,,,0.85,1.48,,2.9,CIQUAL,Tomme ou tome de montagne ou de Savoie,9c0b96ec327b
bafff98d-5f7a-5067-b5d5-d2338b59fd54,"Chinchard gras, cru",4,,poissons crus,-,cru,chinchard gras cru,chinchard gras,0.29,0.0,0.0,,5.72,,1.24,,7.5,,45.3,,,0.85,0.0,,195.0,20.8,7.66,31.7,,6.7,0.37,382.0,19.6,4.7,0.12,42.8,54.7,0.08,71.7,,48.5,0.48,,,0.38,CIQUAL,"Chinchard gras, cru",06ada526ebd9
bb033a0a-ffc7-5aab-9eb5-6c0fe9e32c4c,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),4,,gâteaux et pâtisseries,-,,baklava ou baklawa patisserie orientale aux amandes et sirop,baklava ou baklawa patisserie orientale aux amandes et sirop,0.16,39.6,9.6,26.0,98.3,49.2,1.04,46.0,0.02,0.4,37.0,,,1.5,,24.0,125.0,20.0,24.5,95.0,0.9,1.2,0.18,255.0,10.4,92.0,0.3,,29.8,0.062,13.5,0.4,0.18,6.55,,,1.12,CIQUAL,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),5d7f48968f96
bb1f0961-661a-5209-905a-841a3b748157,"Orge perlée, bouilli/cuite à l'eau, non salée",4,,"pâtes, riz et céréales","pâtes, riz et céréales cuits",,orge perlee bouilli/cuite a l eau non salee,orge perlee bouilli/cuite a l eau non salee,0.14,0.28,,5.0,11.0,24.4,0.27,,0.0,0.11,0.0,,,1.33,3.8,16.0,54.0,0.5,0.44,22.0,0.26,2.06,0.12,93.0,2.42,0.0,0.062,,3.0,0.083,68.8,0.0,0.0,0.01,0.8,,0.82,CIQUAL,"Orge perlée, bouilli/cuite à l'eau, non salée",61ed0599a5fc
bb24bf0f-6c9a-546d-9c25-f021efb2ee2e,"Soja, farinha com baixo teor de gordura",3,,,,,soja farinha com baixo teor de gordura,soja farinha com baixo teor de gordura,,10.9,10.9,35.0,260.0,,,,0.0,,0.0,314,1320,6.0,13.5,410.0,610.0,,,270.0,,2.3,0.49,1910.0,44.0,,0.28,,13.0,1.2,12.5,0.0,0.0,,,,3.0,INSA,"Soja, farinha com baixo teor de gordura",fd96aa60a6dd
bb24cebd-458b-5567-b8d3-a3a013cf094c,"Carne, bovina, fraldinha, com gordura, cozida",2,Carnes e derivados,,,cozida,carne bovina fraldinha com gordura cozida,carne bovina fraldinha com gordura,,,,,3,"0,0","0,7",,,"0,07",65,338,1416,"2,0",,,161,,"26,0",14,Tr,"1,61","0,07",207,"24,2",Tr,"0,05",,39,Tr,"49,7","0,07",,,,,"6,5",TACO,"Carne, bovina, fraldinha, com gordura, cozida",bbe84c487a31
bb35feb7-e350-59d4-a625-d370ee119c09,346,1,,,,,346,346,,,,,5.0,0.0,1.3,,,0.09,102.0,194.0,810.0,2.4,,,241.0,,4.5,21.0,1e-05,4.93,0.16,386.0,35.9,1e-05,0.17,,58.0,1e-05,57.5,,,,,,5.1,TBCA,346,41f448afc826
bb3b2349-ba8c-5758-81be-55abbfba0b47,"Biscuit apéritif à base de pomme de terre, type tuile salée",4,,biscuits apéritifs,-,,biscuit aperitif a base de pomme de terre type tuile salee,biscuit aperitif a base de pomme de terre type tuile salee,,2.86,56.2,,,59.1,2.32,607.0,,,37.7,,,,3.31,,,,28.8,,,,,,4.63,,,,651.0,,1.85,,,,,,,CIQUAL,"Biscuit apéritif à base de pomme de terre, type tuile salée",241227738380
bb43cb9f-6418-5b17-8eb6-563e92c5204f,594,1,,,,,594,594,,,,,211.0,43.3,3.7,,,1.09,,495.0,2072.0,4.7,33.5,,615.0,,32.3,347.0,2.81,1e-05,0.13,869.0,14.1,,1e-05,,9.0,0.12,6.7,1e-05,,,,,4.4,TBCA,594,c2548064eaf0
bb44688c-5ddb-5766-9806-dec1095af337,Pouligny Saint-Pierre (fromage de chèvre),4,,fromages et assimilés,fromages à pâte molle,,pouligny saint-pierre fromage de chevre,pouligny saint-pierre fromage de chevre,1.24,,0.0,,100.0,,1.92,702.0,,,99.7,,,0.33,0.0,108.0,189.0,30.0,24.5,14.8,,1.8,0.17,,18.5,155.0,0.86,14.0,432.0,,52.7,,,0.29,,,0.53,CIQUAL,Pouligny Saint-Pierre (fromage de chèvre),3e876e034e8e
bb5768a9-72d4-5f32-8b9f-6105ca178028,"Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique",4,,fruits,fruits et leurs produits de la Martinique,,prune de cythere verte ou immature fruit entier crue prelevee a la martinique,prune de cythere verte ou immature fruit entier crue prelevee a la martinique,,,3.0,,,,0.45,,,,,,,,,,,,0.07,,,,,,0.6,,,,,,89.6,23.9,,,,,,CIQUAL,"Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique",027e515e3fdd
bb674d9f-0a4c-508d-96df-46104412749a,489,1,,,,,489,489,,,,,42.0,1.6,0.8,,,0.06,356.0,143.0,599.0,1.6,,,164.0,,8.9,13.0,1e-05,0.75,1e-05,150.0,13.0,79.0,0.58,,168.0,0.07,75.6,,,,,,1.1,TBCA,489,343ae8e26ca0
bb6d1768-06b2-5787-bddd-4cc0913b99d2,"Pain de mie, courant",4,,pains et assimilés,pains,,pain de mie courant,pain de mie courant,0.43,7.8,33.5,,88.0,52.3,1.65,760.0,,0.11,3.2,,,0.7,1.8,13.3,75.0,,3.6,17.0,0.43,0.31,0.03,120.0,7.81,0.0,0.015,,459.0,0.12,33.3,,0.0,0.12,2.22,,0.47,CIQUAL,"Pain de mie, courant",13cd3f505aa5
bb708db9-7417-5203-9e23-a902ef8f390e,573,1,,,,,573,573,,,,,23.0,12.9,0.8,,,0.22,,77.0,322.0,1.4,11.5,,106.0,,0.5,34.0,0.32,1e-05,0.03,268.0,5.7,,1e-05,,1.0,0.15,80.0,1e-05,,,,,1.0,TBCA,573,f33f7ae89c2c
bb7e7f3f-147d-5535-9c76-fb5780fffa2d,"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)",4,,œufs,omelettes et autres ovoproduits,,omelette garnitures diverses legumes fromages viandes aliment moyen,omelette garnitures diverses legumes fromages viandes aliment moyen,1.07,0.81,3.21,26.6,43.4,5.07,1.56,,0.83,0.1,210.0,,,1.15,1.0,32.2,177.0,29.8,13.5,17.8,0.072,0.64,0.11,255.0,9.82,115.0,0.27,10.9,284.0,0.084,68.9,0.95,0.88,1.99,,,1.08,CIQUAL,"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)",dcd9e2aef741
bb7ea4ce-1712-570b-bf01-c47636746d70,"Laurier, feuille",4,,épices,-,,laurier feuille,laurier feuille,,48.6,,3710.0,834.0,48.6,3.62,,0.0,0.42,0.0,,,43.0,26.3,180.0,113.0,,8.36,120.0,8.17,2.01,1.74,529.0,7.61,0.0,0.42,,23.0,0.009,5.44,46.5,0.0,1.79,,,3.7,CIQUAL,"Laurier, feuille",e698caac43b5
bb8b351e-4dac-5c4a-8b9a-0e38a56f43d8,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau",4,,légumes,légumes cuits,,champignon de paris ou champignon de couche bouilli/cuit a l eau,champignon de paris ou champignon de couche bouilli/cuit a l eau,2.16,2.34,,0.0,6.0,3.0,0.99,,0.0,0.5,0.0,,,1.74,2.2,18.0,87.0,,0.47,12.0,0.12,4.46,0.095,356.0,2.17,0.0,0.3,11.9,2.0,0.073,91.1,4.0,0.2,0.01,0.0,,0.87,CIQUAL,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau",7375accea935
bb9b1b5b-0338-5b0e-9182-27fb175fbecf,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",4,,gâteaux et pâtisseries,-,,gateau au chocolat type foret noire genoise au chocolat et creme multi-couches avec ou sans cerises,gateau au chocolat type foret noire genoise au chocolat et creme multi-couches avec ou sans cerises,0.33,29.5,4.5,55.2,53.0,34.2,0.83,71.0,0.23,0.24,61.7,,,2.7,2.2,48.2,98.0,,19.0,32.0,0.3,,0.013,190.0,4.13,83.7,0.075,,69.0,0.026,38.3,,,0.69,3.13,,0.59,CIQUAL,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",1cf2727da63f
bb9f6427-7a6a-578a-9186-ea0022b7685d,Carambola,3,,,,,carambola,carambola,,6.9,0.2,49.0,5.0,,,,0.0,,0.0,40,171,0.6,1.7,0.0,15.0,,,7.0,,0.4,0.0,150.0,0.5,,0.03,,3.0,0.03,91.0,27.0,0.0,,,,0.1,INSA,Carambola,c535fa89114a
bba3148b-c7e5-5c12-98db-919d42e06abf,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",4,,eaux,-,,eau minerale chambon embouteillee non gazeuse faiblement mineralisee chambon 45,eau minerale chambon embouteillee non gazeuse faiblement mineralisee chambon 45,0.0,0.0,0.0,0.0,9.6,0.0,0.032,2.26,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.61,,0.0,0.0,0.37,0.0,0.0,0.0,,1.06,0.0,100.0,0.0,0.0,0.0,,,,CIQUAL,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",47bafb8612ea
bba7a6b4-ec01-58cd-a755-2cf3f497bdcd,"Veau, jarret, cru",4,,viandes crues,bœuf et veau,cru,veau jarret cru,veau jarret,,0.0,,,9.0,0.0,0.22,,2.3,,,,,1.2,0.0,,,,3.66,,,5.92,0.3,,21.3,,,6.29,82.8,,75.4,,,,,,5.01,CIQUAL,"Veau, jarret, cru",d33d7bad0f78
bbb54c22-8af2-5591-9bbb-de8071be1b36,Fromage de lactosérum de brebis,4,,fromages et assimilés,fromages à pâte pressée,,fromage de lactoserum de brebis,fromage de lactoserum de brebis,0.32,,,,216.0,4.3,1.5,413.0,0.4,,,,,0.25,0.0,25.0,,,14.8,21.7,,,,,9.91,140.0,0.26,,253.0,0.08,68.7,,,,,,0.24,CIQUAL,Fromage de lactosérum de brebis,e82d2649b3a9
bbb5bb20-d00e-558e-88d7-61885059f806,"Iogurte, sabor abacaxi",2,Leite e derivados,,,,iogurte sabor abacaxi,iogurte sabor abacaxi,,,,,*,*,*,,,*,6,*,*,*,*,,*,,*,*,*,*,*,*,*,*,*,,*,*,*,*,,,,,*,TACO,"Iogurte, sabor abacaxi",d9d51ede0455
bbbf31b7-69cd-5964-8831-76c96583f01c,"Bambou, pousses, appertisées, égouttées",4,,légumes,légumes cuits,,bambou pousses appertisees egouttees,bambou pousses appertisees egouttees,0.079,1.15,,8.0,17.0,1.9,0.43,,0.0,0.098,0.0,,,0.24,1.25,2.5,26.8,,0.15,3.5,0.14,0.16,0.12,196.0,1.61,0.0,0.039,,74.1,0.017,95.0,1.1,0.0,0.63,0.0,,0.56,CIQUAL,"Bambou, pousses, appertisées, égouttées",eee4d2fca289
bbc9739e-ce8a-594a-a1eb-7ea8bc1edd0e,4,1,,,,,4,4,,,,,4.0,78.8,0.5,,,0.11,,358.0,1497.0,0.7,1.6,,104.0,,0.3,30.0,1.03,1.12,0.07,62.0,7.2,,1e-05,,1.0,0.16,13.2,,,,,,1.2,TBCA,4,1b6453892473
bbd5b879-ae54-5153-8a4e-65a6043f3273,"Carne, bovina, acém, moído, cozido",2,Carnes e derivados,,,cozido,carne bovina acem moido cozido,carne bovina acem moido,,,,,4,"0,0","0,8",,,"0,06",103,212,889,"2,7",,,164,,"10,9",17,"0,01","1,76",Tr,256,"26,7",Tr,"0,32",,52,Tr,"61,6","0,06",,,,,"8,1",TACO,"Carne, bovina, acém, moído, cozido",fbe4ec2bb3c3
bbe64d15-ce1e-5dff-bca1-dec760496816,"Jus de grenade, prélevée à la Martinique",4,,fruits,fruits et leurs produits de la Martinique,,jus de grenade prelevee a la martinique,jus de grenade prelevee a la martinique,,,,,,,0.85,,,,,,,,,,,,0.0,,,,,,0.69,,,,,,87.0,19.8,,,,,,CIQUAL,"Jus de grenade, prélevée à la Martinique",20216c7ac9e7
bbea7548-65c0-5d10-a306-7813cdb77428,Coelho à caçador,3,,,,,coelho a cacador,coelho a cacador,,1.4,0.0,207.0,29.0,,,,4.9,,33.0,182,757,1.1,0.7,15.0,140.0,,,26.0,,2.5,0.37,360.0,12.3,,0.12,,250.0,0.12,69.6,12.4,0.3,,,,1.0,INSA,Coelho à caçador,d43333720f8e
bbec019f-454c-57bc-a4ae-8c4e3a3230ac,"Vitela, peito magro estufado",3,,,,,vitela peito magro estufado,vitela peito magro estufado,,0.4,0.1,37.0,14.0,,,,0.84,,106.0,208,867,1.4,0.2,6.3,210.0,,,20.0,,4.2,0.21,290.0,22.9,,0.21,,370.0,0.17,60.6,1.6,0.0,,,,3.6,INSA,"Vitela, peito magro estufado",c6628f314457
bbef2484-1858-5e87-9b7f-538c9702140f,"Lentille, germée",4,,légumineuses,légumineuses fraîches,,lentille germee,lentille germee,0.58,,,,25.0,19.0,1.0,,0.0,0.35,0.0,,,3.21,3.1,100.0,173.0,,0.58,37.0,0.51,1.13,0.19,322.0,8.86,0.0,0.13,,11.0,0.23,67.3,16.5,0.0,,,,1.51,CIQUAL,"Lentille, germée",f0b3069891ad
bbf82787-c89d-518a-ad14-06b137de8e1b,"Échalote, crue",4,,légumes,légumes crus,,echalote crue,echalote crue,0.19,3.3,,,9.5,12.2,0.67,27.0,0.0,0.07,0.0,,,0.12,2.6,10.2,46.0,,,7.5,0.08,0.2,0.1,220.0,1.81,0.0,,,5.0,0.036,82.3,8.0,0.0,,,,0.2,CIQUAL,"Échalote, crue",f67698cd17c9
bbff520b-aa1c-51f4-8186-d0224a795ecc,"Vitela, peito magro estufado, sem molho",3,,,,,vitela peito magro estufado sem molho,vitela peito magro estufado sem molho,,0.0,0.0,0.0,14.0,,,,0.99,,121.0,179,749,1.6,0.0,5.5,270.0,,,21.0,,7.5,0.23,360.0,26.0,,0.28,,200.0,0.21,63.6,0.0,0.0,,,,4.8,INSA,"Vitela, peito magro estufado, sem molho",cddcdb85812f
bc114e02-594d-56e9-8235-8ba6471f79a0,"Corvina de água doce, crua",2,Pescados e frutos do mar,,,crua,corvina de agua doce crua,corvina de agua doce,,,,,39,"0,0","1,0",,,"0,02",73,101,423,"0,3",,,154,,"2,2",25,"0,02",*,Tr,293,"18,9",8,"0,08",,45,Tr,"79,2","0,02",,,,,"0,4",TACO,"Corvina de água doce, crua",c82a2a2d3329
bc152e0d-307a-5d47-a080-324b716b5ded,"Porco, rim cru",3,,,,cru,porco rim cru,porco rim,,0.0,0.0,0.0,13.0,,,,44.0,,395.0,95,400,5.0,0.0,43.0,300.0,,,21.0,,8.0,0.43,250.0,17.0,,2.8,,260.0,0.53,78.4,10.0,0.0,,,,2.4,INSA,"Porco, rim cru",08a9aee00ea5
bc210865-ba46-56ee-8c24-9fa1006f4255,"Gnocchi à la pomme de terre, cru",4,,"pâtes, riz et céréales","pâtes, riz et céréales crus",cru,gnocchi a la pomme de terre cru,gnocchi a la pomme de terre,,3.18,,,,35.0,1.48,,,,,,,,2.2,,,,1.42,,,,,,4.66,,,,468.0,,,,,,,,,CIQUAL,"Gnocchi à la pomme de terre, cru",d985eb3770bf
bc216ed3-9108-50c2-8b93-6dd14008c737,Couscous au poisson,4,,plats composés,plats de poisson et féculents,,couscous au poisson,couscous au poisson,0.2,1.7,12.5,1020.0,24.0,14.2,1.4,,0.5,0.1,15.6,,,4.1,1.7,24.0,89.0,10.0,1.6,23.0,0.2,,0.1,192.0,7.5,0.9,0.1,,337.0,0.1,75.6,7.6,0.1,1.2,,,0.4,CIQUAL,Couscous au poisson,59524cc3d700
bc27e2c8-e3cf-5bb4-8690-35c7451f30a6,459,1,,,,,459,459,,,,,890.0,39.2,5.8,,,0.11,85.0,497.0,2078.0,0.5,,,1242.0,,26.9,77.0,1e-05,1e-05,1e-05,1132.0,25.4,361.0,1.03,,323.0,0.24,2.7,,,,,,2.7,TBCA,459,bf0d80b16262
bc2d2c94-8292-5935-9119-b5a3c4e0e440,Melado,2,Produtos açucarados,,,,melado,melado,,,,,102,"76,6","1,3",,,"0,84",,297,1241,"5,4",,,74,,"0,0",115,"2,62",Tr,"0,20",395,"0,0",,"0,05",,4,Tr,"22,1","0,84",,,,,"0,3",TACO,Melado,1361f1e26dbe
bc30f8a3-228d-53ac-b58a-6caa8afd6e2a,"Poitrine de porc, fumée, crue",4,,charcuteries et assimilés,autres spécialités charcutières,,poitrine de porc fumee crue,poitrine de porc fumee crue,,0.75,,,,0.79,4.18,,,,,,,,1.0,,,,26.1,,,,,,15.6,,,,956.0,,53.9,,,,,,,CIQUAL,"Poitrine de porc, fumée, crue",8ec90e6672d6
bc3112ad-2e63-5c72-8a0c-30a468d588a6,"Pescada, branca, crua",2,Pescados e frutos do mar,,,crua,pescada branca crua,pescada branca,,,,,16,"0,0","0,9",,,Tr,51,111,464,"0,2",,,136,,"4,6",19,"0,01","0,60",Tr,261,"16,3",3,"0,04",,76,Tr,"79,6",Tr,,,,,"0,3",TACO,"Pescada, branca, crua",a70e8c3ba7d2
bc407272-19c8-55d4-80cb-177872381b80,"Porco, coração cru",3,,,,cru,porco coracao cru,porco coracao,,0.0,0.0,0.0,10.0,,,,2.0,,92.0,113,476,2.7,0.0,2.0,280.0,,,22.0,,5.0,0.31,320.0,18.4,,0.97,,110.0,0.52,76.3,3.0,0.7,,,,2.2,INSA,"Porco, coração cru",a91074f5f951
bc4f161a-c7d7-5d20-8c4b-12cd59b48b42,Óleo de linhaça,3,,,,,oleo de linhaca,oleo de linhaca,,0.0,0.0,61.0,0.0,,,,0.0,,0.0,900,3700,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,INSA,Óleo de linhaça,1c7c18819f95
bc54dfe7-aee5-5eb1-9571-2523c1960194,369,1,,,,,369,369,,,,,3.0,0.0,1.0,,,0.06,60.0,163.0,681.0,2.0,,,165.0,,7.8,20.0,0.01,3.59,1e-05,299.0,21.6,4.0,0.07,,43.0,0.12,69.5,,,,,,3.0,TBCA,369,5e06d22c8893
bc5b586a-d1a3-5822-a700-cef3ce984c12,"Jambon cuit, choix, avec couenne",4,,charcuteries et assimilés,jambons cuits,,jambon cuit choix avec couenne,jambon cuit choix avec couenne,,,,,,0.55,3.98,,,,,,,,0.0,,136.0,,6.3,,,,,,19.4,,,,1200.0,,71.5,,,,,,,CIQUAL,"Jambon cuit, choix, avec couenne",64af9c21c3d8
bc680fd3-96be-5dee-b3fa-d3db0b22d695,"Cereais, mingau, milho, infantil",2,Cereais e derivados,,,,cereais mingau milho infantil,cereais mingau milho infantil,,,,,219,"87,3","0,5",,,"0,04",,394,1650,"3,0","3,2",,169,,"1,1",16,"0,11","24,16","5,08",82,"6,4",21,"0,47",,399,"3,72","4,7","0,04",,,,,"0,4",TACO,"Cereais, mingau, milho, infantil",1bc4c246e4c5
bc7986b8-9e36-5e34-b2d9-0c4f1844aa59,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",4,,eaux,-,,eau minerale st-antonin embouteillee non gazeuse fortement mineralisee st-antonin-noble-val 82,eau minerale st-antonin embouteillee non gazeuse fortement mineralisee st-antonin-noble-val 82,0.0,0.0,0.0,0.0,56.8,0.0,0.22,0.9,0.0,,0.0,,,0.009,0.0,0.0,,0.0,0.0,8.9,0.0003,0.0,0.0,0.3,0.0,0.0,0.0,,0.79,0.0,99.8,0.0,0.0,0.0,,,0.0008,CIQUAL,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",f8976def8e7a
bc79c1ca-9140-5035-b397-2a74feac43fd,"Petits pois et carottes, appertisés, égouttés",4,,légumes,légumes cuits,,petits pois et carottes appertises egouttes,petits pois et carottes appertises egouttes,0.12,3.58,3.5,3000.0,23.0,7.39,0.95,,0.0,0.1,0.0,,,0.75,3.27,18.0,46.0,2.0,0.33,14.0,0.36,0.58,0.088,100.0,2.51,0.0,0.053,,244.0,0.074,87.4,6.6,0.0,,,,0.58,CIQUAL,"Petits pois et carottes, appertisés, égouttés",f87091d8a412
bc7f21b6-89c2-55f5-9c7b-4fe4119f8812,Massa para lasanha crua,3,,,,crua,massa para lasanha crua,massa para lasanha,,2.6,68.8,0.0,23.0,,,,0.0,,0.0,359,1520,1.9,3.1,35.0,180.0,,,30.0,,1.9,0.1,150.0,12.0,,0.06,,11.0,0.5,9.9,0.0,0.0,,,,1.0,INSA,Massa para lasanha crua,4be8c9c6ae0f
bc82f06e-e0ed-5dde-91b4-05a7f581115a,Saucisse (aliment moyen),4,,charcuteries et assimilés,saucisses et assimilés,,saucisse aliment moyen,saucisse aliment moyen,0.52,0.65,0.17,144.0,20.8,0.88,3.02,,0.7,0.066,78.5,,,1.15,0.29,6.18,149.0,11.4,23.0,19.1,0.039,4.06,0.18,438.0,17.3,15.3,0.17,7.94,834.0,0.31,55.8,5.3,0.31,0.6,,,2.1,CIQUAL,Saucisse (aliment moyen),daf774fe4974
bc879f60-2a1d-5c37-8b98-894e38baad13,411,1,,,,,411,411,,,,,11.0,0.0,1.3,,,0.06,158.0,260.0,1086.0,1.2,,,252.0,,15.2,15.0,1e-05,11.2,1e-05,323.0,28.7,8.0,0.05,,96.0,0.1,55.0,,,,,,2.2,TBCA,411,83fdc3407ccf
bc953891-dc73-5c66-a81e-64082f5a4bf3,"Maionese, tradicional com ovos",2,Outros alimentos industrializados,,,,maionese tradicional com ovos,maionese tradicional com ovos,,,,,3,"7,9","2,6",,,Tr,42,302,1264,"0,1",,,14,,"30,5",1,Tr,Tr,Tr,16,"0,6",8,"0,05",,787,Tr,"58,4",Tr,,,,,"0,1",TACO,"Maionese, tradicional com ovos",2410ac13d0b5
bca6f313-1090-5f19-9985-93c4bbb9fb40,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant",4,,boissons sans alcool,boissons rafraîchissantes sans alcool,,boisson a l eau minerale ou de source aromatisee non sucree sans edulcorant,boisson a l eau minerale ou de source aromatisee non sucree sans edulcorant,,0.0,,,,0.14,0.027,,,,,,,,0.0,,,,0.0,5.0,,,,3.0,0.06,,,,7.17,,,,,,,,,CIQUAL,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant",3d15f986a404
bca8f164-54b4-549b-9a62-9e7999af324f,Maracujá,3,,,,,maracuja,maracuja,,5.7,0.0,750.0,11.0,,,,0.0,,0.0,52,221,1.3,3.3,9.2,64.0,,,29.0,,1.5,0.1,200.0,2.6,,0.12,1.0,19.0,0.03,74.9,23.0,0.0,,,,0.8,INSA,Maracujá,9b14b69cfac6
bca9681e-a6ee-5c31-a894-aaa92b6b3303,"Mandioca, crua",2,"Verduras, hortaliças e derivados",,,crua,mandioca crua,mandioca,,1.4,32.4,0.0,15,"36,2","0,6",,0.0,"0,07",0.0,151,634,"0,3","1,9",23.0,29,,"0,3",44,"0,05",Tr,"0,04",208,"1,1",,Tr,,2,Tr,"61,8","0,07",0.0,,,,"0,2",TACO|INSA,"Mandioca, crua|Mandioca crua",21bd5291a7bb
bcac9e60-3851-58b4-958c-ac9c5e8e8933,"Mil entier, cru",4,,"pâtes, riz et céréales","pâtes, riz et céréales crus",cru,mil entier cru,mil entier,0.85,,,,8.75,64.3,3.28,,0.0,0.62,0.0,,,3.91,8.5,57.5,263.0,5.0,4.21,107.0,1.17,4.72,0.57,208.0,11.8,0.0,0.29,16.0,2.7,0.42,8.69,0.0,0.0,0.05,0.9,,2.54,CIQUAL,"Mil entier, cru",ce0f8c7162f9
bcaed823-f953-5648-8689-b4db1c668ecf,Dourada cozida,3,,,,cozida,dourada cozida,dourada,,0.0,0.0,0.0,30.0,,,,4.2,,116.0,196,816,0.8,0.0,25.0,290.0,17.0,,34.0,,2.9,0.27,370.0,20.8,,0.11,,170.0,0.23,65.2,0.0,8.4,,,,0.7,INSA,Dourada cozida,c4a22acd781f
bcb34a58-8605-5c4c-8b6e-c9b5a39c3e26,"Cabrito, perna assada com azeite e margarina",3,,,,assada,cabrito perna assada com azeite e margarina,cabrito perna com azeite e margarina,,0.1,0.1,11.0,9.8,,,,0.9,,67.0,180,751,1.0,0.0,4.7,260.0,,,23.0,,5.1,0.19,280.0,21.7,,0.28,,470.0,0.08,65.1,0.1,0.0,,,,4.2,INSA,"Cabrito, perna assada com azeite e margarina",a583e3c768ee
bcc0e03b-394f-5b5f-8ec3-0d992e7fd965,"Céréales complètes soufflées, enrichies en vitamines et minéraux",4,,céréales de petit-déjeuner,-,,cereales completes soufflees enrichies en vitamines et mineraux,cereales completes soufflees enrichies en vitamines et mineraux,5.1,32.0,44.8,,362.0,76.8,1.32,,1.48,,,,,9.95,5.65,168.0,,,3.85,,,14.3,1.45,,7.95,,1.3,,375.0,1.05,,51.0,1.7,,,,,CIQUAL,"Céréales complètes soufflées, enrichies en vitamines et minéraux",1f124701197b
