uid,nome_canonico,__prio,grupo,subgrupo,subgrupo_n3,preparo_detectado,chave_strict,chave_loose,ac_pantotenico_b5_mg_100g,acucares_totais_g_100g,amido_g_100g,beta_caroteno_ug_100g,calcio_mg_100g,carboidratos_g_100g,cinzas_g_100g,cloreto_mg_100g,cobalamina_b12_ug_100g,cobre_mg_100g,colesterol_mg_100g,energia_kcal_100g,energia_kj_100g,ferro_mg_100g,fibra_alimentar_g_100g,folato_b9_ug_100g,fosforo_mg_100g,iodo_ug_100g,lipidios_g_100g,magnesio_mg_100g,manganes_mg_100g,niacina_b3_mg_100g,piridoxina_b6_mg_100g,potassio_mg_100g,proteina_g_100g,retinol_ug_100g,riboflavina_b2_mg_100g,selenio_ug_100g,sodio_mg_100g,tiamina_b1_mg_100g,umidade_g_100g,vitamina_c_mg_100g,vitamina_d_ug_100g,vitamina_e_mg_100g,vitamina_k1_ug_100g,vitamina_k2_ug_100g,zinco_mg_100g,__fonte,nome_original,similar_group_id
000fa2a3-475c-53cf-a74f-613c1e9a2e36,"Soupe aux lentilles, préemballée à réchauffer",4,,soupes,-,,soupe aux lentilles preemballee a rechauffer,soupe aux lentilles preemballee a rechauffer,0.14,0.7,,430.0,25.0,6.6,1.24,,0.12,0.17,3.0,,,1.07,1.8,20.0,74.0,4.0,1.12,19.0,0.24,0.55,0.09,144.0,3.74,0.0,0.045,16.1,143.0,0.07,85.8,1.7,,0.0,,,0.61,CIQUAL,"Soupe aux lentilles, préemballée à réchauffer",ec016fced6b3
000fa7d6-c19f-54a2-88ae-c907afe8003e,386,1,,,,,386,386,,,,,18.0,34.5,1.8,,,0.09,15.0,283.0,1184.0,1.3,5.0,,93.0,,11.8,17.0,0.28,2.6,1e-05,166.0,9.6,1e-05,1e-05,,532.0,0.09,42.2,1e-05,,,,,0.5,TBCA,386,295df4a5051a
00264cb5-3ef6-5796-97e8-490a7db7e70c,Espadarte cru,3,,,,cru,espadarte cru,espadarte,,0.0,0.0,0.0,5.0,,,,1.4,,45.0,97,410,0.6,0.0,14.0,260.0,,,30.0,,4.1,0.47,390.0,17.8,,0.04,,72.0,0.11,77.5,0.0,1.3,,,,0.9,INSA,Espadarte cru,d5ddb2c62eeb
002d9618-be1d-560e-a928-053ee019fd37,"Veau, rôti, cuit",4,,viandes cuites,bœuf et veau,,veau roti cuit,veau roti cuit,1.0,,,,6.0,0.0,1.5,,1.18,0.13,103.0,,,0.9,0.0,16.0,236.0,,3.39,28.0,0.031,10.1,0.31,393.0,28.1,0.0,0.33,,68.0,0.06,67.0,0.0,,0.55,,,3.08,CIQUAL,"Veau, rôti, cuit",81394797ecbc
004c9ade-5ab4-5b6e-adae-f04a4eba532c,Tarte aux abricots,4,,gâteaux et pâtisseries,-,,tarte aux abricots,tarte aux abricots,,17.4,15.7,,25.0,41.0,0.72,182.0,,,39.8,,,6.0,5.9,,,,10.7,,,,,,3.18,,,,89.3,,41.5,,,,,,,CIQUAL,Tarte aux abricots,f1911698255f
004fbfdc-6135-5c14-b4e7-1ae2b8add5aa,"Choucroute garnie, préemballée",4,,plats composés,plats de viande et légumes/légumineuses,,choucroute garnie preemballee,choucroute garnie preemballee,,0.66,,0.0,27.1,2.8,1.6,633.0,,0.076,34.7,,,0.83,2.71,10.0,60.6,17.8,8.06,18.0,0.067,0.68,0.02,97.5,5.06,0.0,0.11,,552.0,0.14,82.4,9.09,0.0,0.25,,,0.84,CIQUAL,"Choucroute garnie, préemballée",ecf5dc103983
005aa229-87f1-5a5d-ba63-92e86c0f2512,"Boeuf, joue, braisée ou bouillie",4,,viandes cuites,bœuf et veau,,boeuf joue braisee ou bouillie,boeuf joue braisee ou bouillie,,,,,,,,,7.23,,,,,2.04,0.0,,,,8.82,,,4.67,0.096,,39.2,,,25.3,,,52.9,,,,,,4.75,CIQUAL,"Boeuf, joue, braisée ou bouillie",1aa983356bfe
00928615-3f69-548b-90a8-df245f92f5c5,"Tisana, infusão de ervas",3,,,,,tisana infusao de ervas,tisana infusao de ervas,,0.2,0.0,0.0,2.0,,,,0.0,,0.0,1,3,0.0,0.0,1.0,1.0,,,1.0,,0.0,0.0,10.0,0.0,,0.0,0.2,2.0,0.0,99.8,0.0,0.0,,,,0.0,INSA,"Tisana, infusão de ervas",fd14783712c7
00ad7b64-8d67-59e4-9ea9-da58097ace8f,"Clafoutis aux fruits, préemballé",4,,produits laitiers frais et assimilés,autres desserts,,clafoutis aux fruits preemballe,clafoutis aux fruits preemballe,0.49,21.4,4.4,31.7,84.0,27.2,0.7,91.0,0.24,0.069,68.0,,,0.57,1.88,23.0,76.2,11.9,6.51,15.0,0.087,0.32,0.1,182.0,5.11,56.0,0.15,,76.7,0.043,58.5,,,0.43,,,0.39,CIQUAL,"Clafoutis aux fruits, préemballé",ea936118d4f6
00adc819-d5a6-541d-b8a0-e3646906e78b,Biscuit sec avec tablette de chocolat,4,,biscuits sucrés,-,,biscuit sec avec tablette de chocolat,biscuit sec avec tablette de chocolat,0.51,36.8,26.5,49.0,94.0,63.3,1.3,,0.2,0.25,26.4,,,5.3,2.65,36.0,185.0,24.0,24.1,37.5,0.35,0.68,0.2,218.0,6.62,75.0,0.28,,240.0,0.17,2.01,1.1,,0.89,,,0.8,CIQUAL,Biscuit sec avec tablette de chocolat,8d6849b0386f
00c617ed-35de-5825-81d2-fa3829a588b5,"Sumo de laranja, concentrado",3,,,,,sumo de laranja concentrado,sumo de laranja concentrado,,64.9,0.0,666.0,17.0,,,,0.0,,0.0,272,1160,0.6,0.0,59.0,38.0,,,19.0,,0.8,0.17,640.0,0.1,,0.03,,20.0,0.2,31.7,240.0,0.0,,,,0.2,INSA,"Sumo de laranja, concentrado",5740b82c484b
00c6423b-bcf4-56c7-b8ba-bb9204397f68,"Tarte aux noix de Saint-Jacques, préemballée",4,,"pizzas, tartes et crêpes salées",-,,tarte aux noix de saint-jacques preemballee,tarte aux noix de saint-jacques preemballee,,2.5,,,,24.2,1.12,,,,,,,,3.0,,,,14.5,,,,,,8.25,,,,449.0,,,,,,,,,CIQUAL,"Tarte aux noix de Saint-Jacques, préemballée",0ce2d66da6b3
00d2a4c1-2ddb-5227-aa4a-bc29e2b2d9a3,Nectar de mangue,4,,boissons sans alcool,nectars,,nectar de mangue,nectar de mangue,0.17,11.6,,784.0,8.1,12.3,0.13,4.8,,0.02,,,,0.08,0.15,17.1,3.8,,0.083,3.7,0.03,2.1,0.039,39.0,0.2,,0.011,,4.59,0.024,87.0,18.0,,,,,,CIQUAL,Nectar de mangue,4a40ec49f41b
00dd80d3-7c58-5d81-b57a-89d1e7501274,"Lingüiça, porco, grelhada",2,Carnes e derivados,,,grelhada,linguica porco grelhada,linguica porco,,,,,8,"0,0","4,0",,,"0,07",82,296,1241,"1,0",,,210,,"21,9",19,"0,01","6,60",Tr,427,"23,2",Tr,"0,07",,1456,"0,40","50,5","0,07",,,,,"3,5",TACO,"Lingüiça, porco, grelhada",89a36780b8f3
00f19c33-270c-50f0-ba3e-a7ce70a9f3e9,"Jus d'orange, à base de concentré",4,,boissons sans alcool,jus,,jus d orange a base de concentre,jus d orange a base de concentre,0.24,9.59,0.0,10.6,7.25,9.59,0.5,,0.0,0.023,0.0,,,0.08,0.25,30.0,16.9,0.4,0.13,10.9,0.02,0.3,0.1,154.0,0.63,0.0,0.034,,3.44,0.08,89.7,44.2,0.0,0.15,0.0,,0.022,CIQUAL,"Jus d'orange, à base de concentré",3d51c2c82eb1
00fdf50c-3642-53ac-ab70-ee61e9709926,Chicharro cru,3,,,,cru,chicharro cru,chicharro,,0.0,0.0,0.0,69.0,,,,5.7,,36.0,105,442,1.2,0.0,15.0,260.0,,,33.0,,5.0,0.36,400.0,19.7,,0.15,,80.0,0.15,75.6,0.0,4.1,,,,1.2,INSA,Chicharro cru,1d18d3bc4f41
010685bf-2cd2-5171-8ec8-d6433574dac1,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",4,,eaux,-,,eau minerale san bernardo embouteillee tres faiblement mineralisee italie,eau minerale san bernardo embouteillee tres faiblement mineralisee italie,0.0,0.0,0.0,0.0,1.1,0.0,0.0039,0.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,100.0,0.0,0.0,0.0,,,,CIQUAL,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",4bc4c363760b
012525fd-6b6b-5acd-a5e3-55c6db6223ea,Rissol de camarão,3,,,,,rissol de camarao,rissol de camarao,,1.3,25.3,1.0,48.0,,,,0.16,,21.0,211,885,1.2,1.4,9.1,82.0,,,14.0,,0.5,0.06,87.0,6.1,,0.03,,400.0,0.04,56.1,1.0,0.1,,,,0.7,INSA,Rissol de camarão,f9a281411bbc
0132d563-73b7-5bf3-adc2-b0a7e981ab65,Crème pâtissière,4,,produits laitiers frais et assimilés,autres desserts,,creme patissiere,creme patissiere,0.68,15.3,2.74,100.0,105.0,18.0,0.6,130.0,1.0,0.03,123.0,,,0.64,0.0,15.0,124.0,25.5,3.6,11.6,0.1,0.21,0.055,150.0,3.79,89.5,0.19,4.0,79.1,0.065,69.7,0.93,0.24,0.34,,,0.7,CIQUAL,Crème pâtissière,1fef299230d2
014fd304-013e-5256-84a5-715025295251,"Biscoitos, línguas de gato",3,,,,,biscoitos linguas de gato,biscoitos linguas de gato,,37.5,46.6,0.0,24.0,,,,0.03,,4.0,377,1600,1.9,1.8,8.8,85.0,,,17.0,,0.6,0.05,120.0,5.2,,0.1,,52.0,0.28,6.3,0.0,0.0,,,,0.3,INSA,"Biscoitos, línguas de gato",56a686684118
01507159-f547-56d6-9b23-594a0f46cbef,"Peru, peito sem pele estufado com margarina",3,,,,,peru peito sem pele estufado com margarina,peru peito sem pele estufado com margarina,,1.1,0.0,139.0,16.0,,,,0.49,,67.0,163,682,0.8,0.5,9.3,150.0,,,29.0,,4.6,0.37,260.0,23.1,,0.1,,460.0,0.07,65.4,5.5,0.2,,,,0.6,INSA,"Peru, peito sem pele estufado com margarina",5df76039ca77
01515040-db4a-5c51-985e-10a5ece031eb,Biscoitos caseiros,3,,,,,biscoitos caseiros,biscoitos caseiros,,32.0,41.5,4.0,28.0,,,,0.14,,78.0,423,1780,1.1,1.9,11.0,120.0,,,27.0,,0.64,0.12,110.0,6.7,,0.09,,86.0,0.06,6.4,0.0,0.3,,,,0.8,INSA,Biscoitos caseiros,d113b53ebcc0
0151a957-5a4a-5a61-9688-d96b42269126,"Maionese caseira, com ovo e óleo de soja",3,,,,,maionese caseira com ovo e oleo de soja,maionese caseira com ovo e oleo de soja,,0.0,0.0,0.0,13.0,,,,0.3,,122.0,644,2650,0.6,0.0,15.0,55.0,,,4.0,,0.01,0.11,40.0,3.9,,0.13,,120.0,0.02,24.6,0.0,0.5,,,,0.4,INSA,"Maionese caseira, com ovo e óleo de soja",365f313bebf8
0158233e-244c-5acf-9abc-64e84cad724e,Fisális,3,,,,,fisalis,fisalis,,11.7,0.0,1650.0,8.3,,,,0.0,,0.0,68,287,0.8,4.2,50.5,39.0,1.0,,23.0,,1.5,0.26,380.0,1.8,,0.06,1.6,0.9,0.1,80.3,45.5,0.0,,,,0.4,INSA,Fisális,ccb17a43acbf
015fa617-423b-52ca-8562-a1bf63ee2e7f,Açúcar branco,3,,,,,acucar branco,acucar branco,,99.3,0.0,0.0,2.0,,,,0.0,,0.0,397,1690,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,2.0,0.0,,0.0,0.2,0.0,0.0,0.5,0.0,0.0,,,,0.0,INSA,Açúcar branco,a7cf7decb839
0161794d-2dc7-513f-aa9c-a200d622d36d,"Fermento, biológico, levedura, tablete",2,Miscelâneas,,,,fermento biologico levedura tablete,fermento biologico levedura tablete,,,,,18,"7,7","1,9",,,"0,29",,90,376,"2,6","4,2",,419,,"1,5",38,"0,20",Tr,Tr,576,"17,0",,"0,36",,40,"0,30","71,9","0,29",,,,,"11,0",TACO,"Fermento, biológico, levedura, tablete",f5cf1325a333
017694f7-74e3-5b8a-9987-8345dece7130,"Courge hokkaïdo, pulpe, crue",4,,légumes,légumes crus,,courge hokkaido pulpe crue,courge hokkaido pulpe crue,,,4.38,,24.7,9.98,0.83,,,,,,,0.4,2.6,,32.8,,0.6,10.8,,,,436.0,1.4,,,,,0.015,86.1,13.9,,,,,,CIQUAL,"Courge hokkaïdo, pulpe, crue",db7e4317e912
01838e43-7207-5148-8a5f-301aa7d98b8e,"Cajá-Manga, cru",2,Frutas e derivados,,,cru,caja-manga cru,caja-manga,,,,,13,"11,4","0,4",,,"0,02",,46,191,"0,2","2,6",,24,,Tr,11,"0,05",Tr,"0,05",119,"1,3",,Tr,,1,"0,11","86,9","0,02",,,,,"0,2",TACO,"Cajá-Manga, cru",0ae4f145f3a3
01910053-5ccc-5851-8672-b79ddeeaa504,Figo cristalizado,3,,,,,figo cristalizado,figo cristalizado,,71.2,0.0,0.0,45.0,,,,0.0,,0.0,295,1250,1.4,2.3,0.0,11.0,,,10.0,,0.0,0.0,18.0,0.5,,0.0,,65.0,0.0,25.1,0.0,0.0,,,,0.1,INSA,Figo cristalizado,20287892dd45
0194f35d-e533-5bff-8df0-156f5589e48a,"Macédoine de légumes en salade, avec sauce, préemballée",4,,salades composées et crudités,-,,macedoine de legumes en salade avec sauce preemballee,macedoine de legumes en salade avec sauce preemballee,,2.3,,,,7.0,1.47,,,,,,,,4.11,,,,9.3,,,,,,2.81,,,,426.0,,78.3,,,,,,,CIQUAL,"Macédoine de légumes en salade, avec sauce, préemballée",060c99e65029
0197c549-70fe-5b4b-9510-930956630937,"Agar (algue), cru",4,,algues,-,cru,agar algue cru,agar algue,0.3,0.28,,0.0,54.0,6.25,1.36,,0.0,0.061,0.0,,,1.86,0.5,85.0,5.0,,0.03,67.0,0.37,0.055,0.032,226.0,0.54,0.0,0.022,,9.0,0.005,91.3,0.0,0.0,0.87,2.3,,0.58,CIQUAL,"Agar (algue), cru",0626c468fabe
019af707-bac9-5416-8898-a3c740c08a33,"Groseille, crue",4,,fruits,fruits crus,,groseille crue,groseille crue,0.65,6.63,,25.6,38.0,7.06,0.68,,0.0,0.09,0.0,,,0.35,4.6,11.8,38.0,,0.7,12.0,0.13,0.18,0.03,230.0,1.56,0.0,,,,0.041,82.1,29.8,0.0,1.19,2.06,,0.15,CIQUAL,"Groseille, crue",84e27761c4df
019ca416-7ca1-519e-80d5-1d66302ed658,Saucisse de Strasbourg ou Knack,4,,charcuteries et assimilés,saucisses et assimilés,,saucisse de strasbourg ou knack,saucisse de strasbourg ou knack,,1.06,,0.0,23.7,1.39,2.73,1140.0,0.42,0.065,73.1,,,1.12,1.37,1.6,152.0,7.0,25.9,13.4,0.015,2.47,0.11,204.0,12.4,,0.2,,942.0,0.29,57.9,9.4,0.26,0.38,,,1.13,CIQUAL,Saucisse de Strasbourg ou Knack,94377301396d
01c0f5ba-74b0-52e1-acfa-2d59d1f185d0,"Glace ou crème glacée, cône (taille standard)",4,,glaces,-,,glace ou creme glacee cone taille standard,glace ou creme glacee cone taille standard,0.35,25.7,12.1,5.0,109.0,37.8,0.89,106.0,0.13,,6.2,,,0.95,,8.0,100.0,22.0,13.5,17.5,,0.21,0.07,216.0,3.44,,0.23,1.1,52.0,0.05,42.5,1.0,,0.77,,,0.5,CIQUAL,"Glace ou crème glacée, cône (taille standard)",7188639fa7e4
01c30ef8-e137-53e5-affc-7cbf6c51a00b,"Riz blanc, avec poulet, préemballé, cuit",4,,plats composés,plats de céréales/pâtes,,riz blanc avec poulet preemballe cuit,riz blanc avec poulet preemballe cuit,,3.48,,,,31.5,0.78,,,,,,,,0.99,,,,3.19,,,,,,4.44,,,,312.0,,,,,,,,,CIQUAL,"Riz blanc, avec poulet, préemballé, cuit",499d6891ea4f
01d76bca-5878-5033-ad9f-517ddf2cab44,Cubo de carne de galinha para caldo,3,,,,,cubo de carne de galinha para caldo,cubo de carne de galinha para caldo,,1.8,7.2,0.0,120.0,,,,0.5,,8.0,236,985,1.0,0.0,6.0,200.0,,,47.0,,4.3,0.2,400.0,15.4,,0.16,,16300.0,0.08,5.8,0.0,0.4,,,,1.2,INSA,Cubo de carne de galinha para caldo,a867d2741c2a
01e4a1f8-c42b-57ab-8d03-e315cffd5839,"Jambon cuit, fumé",4,,charcuteries et assimilés,jambons cuits,,jambon cuit fume,jambon cuit fume,0.42,0.62,0.0,0.0,4.3,0.79,2.6,1.3,0.28,0.077,34.1,,,1.77,0.1,17.4,188.0,,5.8,23.5,,6.95,0.46,261.0,20.0,0.0,0.17,14.0,797.0,0.65,73.2,,0.63,0.1,0.0,,1.8,CIQUAL,"Jambon cuit, fumé",ccd87052c376
01e626e1-76c1-55ab-b272-9ca4c2b59333,444,1,,,,,444,444,,,,,2.0,0.0,0.3,,,0.11,73.0,593.0,2479.0,0.4,,,35.0,,60.3,4.0,1e-05,5.1,1e-05,58.0,11.5,1e-05,1e-05,,50.0,1e-05,27.6,,,,,,0.2,TBCA,444,9a3e61b6bcc8
01ef535a-d68e-55e7-b228-83731bec79a4,Vinho verde branco,3,,,,,vinho verde branco,vinho verde branco,,0.1,0.0,0.0,10.0,,,,0.0,,0.0,60,251,0.6,0.0,0.0,6.0,,,6.0,,0.1,0.01,84.0,0.0,,0.01,0.2,11.0,0.01,89.9,0.0,0.0,,,,0.2,INSA,Vinho verde branco,3b113ff652ec
021022b7-c791-56db-8126-3321d6810787,"Porc, gorge, découennée, crue",4,,viandes crues,porc,,porc gorge decouennee crue,porc gorge decouennee crue,,0.14,,,,0.14,0.17,,,,,,,,0.0,,,,47.5,,,,,,11.6,,,,69.6,,40.3,,,,,,,CIQUAL,"Porc, gorge, découennée, crue",a11e2f660148
02192ad1-770f-5f09-8359-a613f3d8195b,Salsicha tipo Frankfurt grelhada sem adição de sal,3,,,,grelhada,salsicha tipo frankfurt grelhada sem adicao de sal,salsicha tipo frankfurt sem adicao de sal,,1.6,1.6,0.0,19.0,,,,1.0,,57.0,211,877,1.3,0.1,1.0,130.0,13.0,,5.0,,1.3,0.1,69.0,12.0,,0.1,,1210.0,0.15,65.0,0.0,0.0,,,,0.7,INSA,Salsicha tipo Frankfurt grelhada sem adição de sal,7a331a9c6d6f
022da519-551c-55dd-a689-fe21a39774c7,"Leite achocolatado, UHT",3,,,,,leite achocolatado uht,leite achocolatado uht,,9.3,0.0,15.0,120.0,,,,0.27,,8.0,65,273,0.4,0.4,2.0,97.0,20.0,,9.0,,0.2,0.05,200.0,3.4,,0.15,1.8,58.0,0.0,86.6,0.0,0.1,,,,0.4,INSA,"Leite achocolatado, UHT ",588a7f831fd3
022ef2d9-9e07-5f9f-a11a-fa8ec2376cb3,"Maria mole, coco queimado",2,Produtos açucarados,,,,maria mole coco queimado,maria mole coco queimado,,,,,19,"75,1","0,2",,,"0,03",,307,1283,"0,5","0,6",,5,,"0,1",6,"0,09",Tr,Tr,36,"3,9",,Tr,,14,"0,04","20,7","0,03",,,,,"0,1",TACO,"Maria mole, coco queimado",9a77ee11e187
0247c8e9-d4ea-53a6-92c7-26f1f7b13a4d,Pão de ló,3,,,,,pao de lo,pao de lo,,36.1,26.2,10.0,33.0,,,,0.52,,214.0,361,1520,1.5,1.0,17.0,150.0,,,19.0,,0.4,0.19,120.0,9.6,,0.21,,100.0,0.06,18.3,0.0,0.9,,,,1.0,INSA,Pão de ló,4e4d4aaf1561
024ea95c-47f5-5295-9a5d-d91d1ec04d1b,"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru",4,,viandes crues,porc,cru,porc jambon sans jarret sans bateau decouenne degraisse desosse cru,porc jambon sans jarret sans bateau decouenne degraisse desosse,,0.28,,,,0.28,0.18,,,,,,,,0.0,,,,6.3,,,,,,20.9,,,,73.0,,72.3,,,,,,,CIQUAL,"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru",fca1d017e441
025801f9-f5a8-51f8-b6f0-5601eab46445,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",4,,céréales de petit-déjeuner,-,,cereales pour petit dejeuner equilibre nature non enrichies en vitamines et mineraux,cereales pour petit dejeuner equilibre nature non enrichies en vitamines et mineraux,6.0,15.4,,,,79.0,1.36,,2.5,,,,,7.0,3.45,200.0,174.0,,1.25,,,16.0,1.4,,11.3,,1.4,,475.0,1.1,,,,12.0,,,,CIQUAL,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",caf5ee7a40ea
0266bcf1-4a9a-5869-abdd-0afe387c6068,Caldo preparado com cubo de carne de galinha (diluição 2%),3,,,,,caldo preparado com cubo de carne de galinha diluicao 2%,caldo preparado com cubo de carne de galinha diluicao 2%,,0.0,0.2,0.0,6.0,,,,0.01,,0.0,5,20,0.0,0.0,0.1,4.0,,,1.0,,0.09,0.01,8.0,0.3,,0.01,,330.0,0.01,98.3,0.0,0.1,,,,0.1,INSA,Caldo preparado com cubo de carne de galinha (diluição 2%),e6191966a672
026e0c93-231f-52cd-b38b-11cf6d0fde0a,"Pomme, pulpe, rôtie/cuite au four",4,,fruits,compotes et assimilés,,pomme pulpe rotie/cuite au four,pomme pulpe rotie/cuite au four,0.16,17.5,,,4.7,21.0,0.36,,,0.06,,,,0.1,3.0,9.55,12.0,,,5.2,0.05,0.11,0.06,150.0,,,,,,,75.6,3.18,,0.47,,,0.06,CIQUAL,"Pomme, pulpe, rôtie/cuite au four",01cf65f3777a
027dd305-1971-5e39-a7fa-ac9406aac011,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",4,,condiments,-,,olives vertes fourrees ou farcies anchois poivrons etc,olives vertes fourrees ou farcies anchois poivrons etc,,,,,66.8,0.61,3.34,1880.0,0.08,0.23,1.4,,,0.3,4.33,13.8,14.8,27.7,15.2,11.2,,0.11,,32.9,2.09,,0.021,,1110.0,,75.0,38.6,,4.18,,,0.11,CIQUAL,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",824183797c41
027eabab-4ab9-54cb-a031-0beeb43b79f5,"Sole, rôtie/cuite au four",4,,poissons cuits,-,,sole rotie/cuite au four,sole rotie/cuite au four,0.23,0.0,0.0,0.0,47.7,,1.49,,1.31,0.027,60.5,,,0.57,0.0,6.0,285.0,30.0,1.69,31.3,0.035,1.49,0.56,224.0,15.7,12.0,0.11,17.4,117.0,0.048,82.4,0.0,3.5,0.77,0.1,,0.58,CIQUAL,"Sole, rôtie/cuite au four",78b0a196fede
0287c450-8b66-5cda-b9ac-395a66b94bf6,Saké ou Alcool de riz,4,,boisson alcoolisées,liqueurs et alcools,,sake ou alcool de riz,sake ou alcool de riz,,0.0,,0.0,5.0,5.0,0.047,,0.0,0.009,0.0,,,0.1,0.0,0.0,6.0,,0.0,6.0,,0.0,0.0,25.0,0.0,0.0,0.0,,2.0,0.0,78.4,0.0,0.0,0.0,0.0,,0.02,CIQUAL,Saké ou Alcool de riz,3155a9e5d813
02a1ec6b-3945-5f22-b9e0-5a32505c849b,"Merlan, cru",4,,poissons crus,-,cru,merlan cru,merlan,0.12,0.0,,0.0,18.0,,1.2,109.0,1.33,,46.9,,,0.31,0.0,13.0,196.0,94.9,0.47,31.7,,2.26,0.18,417.0,18.8,3.0,0.024,30.2,63.6,0.025,79.3,0.0,4.11,0.27,0.1,,0.39,CIQUAL,"Merlan, cru",31ce3a0e5ab3
02a1f1f3-ff93-5b30-9df3-d706c676a79e,"Foie, volaille, cuit",4,,viandes cuites,abats,,foie volaille cuit,foie volaille cuit,8.77,,,,6.6,0.0,1.84,196.0,50.5,0.51,478.0,,,12.0,0.0,1440.0,380.0,,6.4,24.0,0.37,32.6,0.59,340.0,25.8,18700.0,1.4,90.0,99.0,0.28,65.4,,1.29,1.51,3.2,,3.9,CIQUAL,"Foie, volaille, cuit",557ccc7523ce
02b021ed-92d7-541f-ade1-df1763b463b5,Queijo flamengo light (-50% gordura),3,,,,light,queijo flamengo light -50% gordura,queijo flamengo -50% gordura,,0.0,0.0,54.0,850.0,,,,0.29,,50.0,228,953,0.0,0.0,22.0,300.0,39.0,,26.0,,0.0,0.0,160.0,26.8,,1.63,,540.0,0.0,53.2,0.0,0.5,,,,1.4,INSA,Queijo flamengo light (-50% gordura),0db1185e350b
02b7267a-0ff4-5569-a856-960df3164234,"Vaca, lombo magro assado com margarina",3,,,,assado,vaca lombo magro assado com margarina,vaca lombo magro com margarina,,0.0,0.0,31.0,10.0,,,,1.3,,76.0,198,830,1.8,0.0,14.0,140.0,,,23.0,,2.4,0.18,210.0,26.2,,0.14,,490.0,0.03,60.4,0.0,0.4,,,,4.5,INSA,"Vaca, lombo magro assado com margarina",6e98b20efd3b
02c74161-eef0-5c96-aec4-b8a38e830778,562,1,,,,,562,562,,,,,123.0,61.2,3.5,,,0.79,,329.0,1377.0,8.0,18.4,,385.0,,1.3,210.0,1.02,4.02,0.65,1352.0,20.0,,1e-05,,1e-05,0.17,14.0,,,,,,2.9,TBCA,562,904f2cc1c367
02c8ea47-fa80-52f8-b039-091564886635,Galette de riz soufflé complet,4,,pains et assimilés,biscottes et pains grillés,,galette de riz souffle complet,galette de riz souffle complet,0.74,0.73,71.7,,12.0,80.5,1.5,159.0,,0.23,,,,1.1,2.9,41.5,410.0,,3.0,160.0,2.8,1.26,0.18,300.0,7.69,,0.02,,72.6,0.088,4.8,,,1.01,,,1.8,CIQUAL,Galette de riz soufflé complet,2a8b9db4adb6
02d720a0-a0a0-5846-bac4-9ee9f604bf2c,559,1,,,,,559,559,,,,,24.0,14.2,1.0,,,0.2,,88.0,367.0,1.4,9.7,,152.0,,0.5,42.0,0.4,1.16,0.06,311.0,7.5,,0.07,,1e-05,0.27,76.8,12.4,,,,,1.2,TBCA,559,2473f01571bf
02ded52d-7ef7-52ba-8e85-228d16bdf11b,Sirop d'érable,4,,"sucres, miels et assimilés",-,,sirop d erable,sirop d erable,0.036,62.6,,0.0,106.0,67.1,0.55,,0.0,0.018,0.0,,,0.11,0.0,0.0,2.0,,0.06,21.0,2.6,0.081,0.002,219.0,0.04,0.0,1.27,,6.57,0.066,32.3,0.0,0.0,0.0,0.0,,1.09,CIQUAL,Sirop d'érable,b6d2c825e7c7
02e6132c-2136-5650-8bbf-c6ea7a1bfb97,Pain aux raisins (viennoiserie),4,,viennoiseries,-,,pain aux raisins viennoiserie,pain aux raisins viennoiserie,0.63,18.7,26.0,,32.1,55.9,1.4,0.5,0.54,,43.0,,,0.77,2.8,132.0,100.0,,9.0,18.6,,,0.08,278.0,5.6,36.0,0.18,9.7,280.0,0.07,25.8,0.0,,0.97,,,,CIQUAL,Pain aux raisins (viennoiserie),96ffd73632d1
02ed67ef-a02c-52ee-8708-b24afed5a331,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",4,,algues,-,,ascophylle noueux ou goemon noir ascophyllum nodosum seche ou deshydrate,ascophylle noueux ou goemon noir ascophyllum nodosum seche ou deshydrate,0.018,,,3730.0,1650.0,18.5,18.9,,2.11,0.72,,,,21.8,41.8,22.7,162.0,68200.0,2.78,836.0,2.52,2.74,5.61,2270.0,7.22,,0.96,6.69,2860.0,0.31,10.8,94.8,0.89,14.0,1020.0,,6.45,CIQUAL,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",d3db04da647e
02fe1396-db17-59d6-9911-b9ee1820ae6a,Tosta de trigo simples,3,,,,,tosta de trigo simples,tosta de trigo simples,,2.6,70.1,0.0,78.0,,,,0.0,,0.0,379,1600,2.1,4.5,26.0,180.0,1.0,,39.0,,5.0,0.11,150.0,11.3,,0.32,,430.0,0.13,7.0,0.0,0.0,,,,1.3,INSA,Tosta de trigo simples,7a008d8b944b
