uid,__fonte,nome_original,nome_canonico,chave_strict,chave_loose,preparo_detectado,grupo,subgrupo,subgrupo_n3
000fa2a3-475c-53cf-a74f-613c1e9a2e36,CIQUAL,"Soupe aux lentilles, préemballée à réchauffer","Soupe aux lentilles, préemballée à réchauffer",soupe aux lentilles preemballee a rechauffer,soupe aux lentilles preemballee a rechauffer,,,soupes,-
000fa7d6-c19f-54a2-88ae-c907afe8003e,TBCA,386,386,386,386,,,,
00264cb5-3ef6-5796-97e8-490a7db7e70c,INSA,Espadarte cru,Espadarte cru,espadarte cru,espadarte,cru,,,
002d9618-be1d-560e-a928-053ee019fd37,CIQUAL,"Veau, rôti, cuit","Veau, rôti, cuit",veau roti cuit,veau roti cuit,,,viandes cuites,bœuf et veau
004c9ade-5ab4-5b6e-adae-f04a4eba532c,CIQUAL,Tarte aux abricots,Tarte aux abricots,tarte aux abricots,tarte aux abricots,,,gâteaux et pâtisseries,-
004fbfdc-6135-5c14-b4e7-1ae2b8add5aa,CIQUAL,"Choucroute garnie, préemballée","Choucroute garnie, préemballée",choucroute garnie preemballee,choucroute garnie preemballee,,,plats composés,plats de viande et légumes/légumineuses
005aa229-87f1-5a5d-ba63-92e86c0f2512,CIQUAL,"Boeuf, joue, braisée ou bouillie","Boeuf, joue, braisée ou bouillie",boeuf joue braisee ou bouillie,boeuf joue braisee ou bouillie,,,viandes cuites,bœuf et veau
00928615-3f69-548b-90a8-df245f92f5c5,INSA,"Tisana, infusão de ervas","Tisana, infusão de ervas",tisana infusao de ervas,tisana infusao de ervas,,,,
00ad7b64-8d67-59e4-9ea9-da58097ace8f,CIQUAL,"Clafoutis aux fruits, préemballé","Clafoutis aux fruits, préemballé",clafoutis aux fruits preemballe,clafoutis aux fruits preemballe,,,produits laitiers frais et assimilés,autres desserts
00adc819-d5a6-541d-b8a0-e3646906e78b,CIQUAL,Biscuit sec avec tablette de chocolat,Biscuit sec avec tablette de chocolat,biscuit sec avec tablette de chocolat,biscuit sec avec tablette de chocolat,,,biscuits sucrés,-
00c617ed-35de-5825-81d2-fa3829a588b5,INSA,"Sumo de laranja, concentrado","Sumo de laranja, concentrado",sumo de laranja concentrado,sumo de laranja concentrado,,,,
00c6423b-bcf4-56c7-b8ba-bb9204397f68,CIQUAL,"Tarte aux noix de Saint-Jacques, préemballée","Tarte aux noix de Saint-Jacques, préemballée",tarte aux noix de saint-jacques preemballee,tarte aux noix de saint-jacques preemballee,,,"pizzas, tartes et crêpes salées",-
00d2a4c1-2ddb-5227-aa4a-bc29e2b2d9a3,CIQUAL,Nectar de mangue,Nectar de mangue,nectar de mangue,nectar de mangue,,,boissons sans alcool,nectars
00dd80d3-7c58-5d81-b57a-89d1e7501274,TACO,"Lingüiça, porco, grelhada","Lingüiça, porco, grelhada",linguica porco grelhada,linguica porco,grelhada,Carnes e derivados,,
00f19c33-270c-50f0-ba3e-a7ce70a9f3e9,CIQUAL,"Jus d'orange, à base de concentré","Jus d'orange, à base de concentré",jus d orange a base de concentre,jus d orange a base de concentre,,,boissons sans alcool,jus
00fdf50c-3642-53ac-ab70-ee61e9709926,INSA,Chicharro cru,Chicharro cru,chicharro cru,chicharro,cru,,,
010685bf-2cd2-5171-8ec8-d6433574dac1,CIQUAL,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)","Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",eau minerale san bernardo embouteillee tres faiblement mineralisee italie,eau minerale san bernardo embouteillee tres faiblement mineralisee italie,,,eaux,-
012525fd-6b6b-5acd-a5e3-55c6db6223ea,INSA,Rissol de camarão,Rissol de camarão,rissol de camarao,rissol de camarao,,,,
0132d563-73b7-5bf3-adc2-b0a7e981ab65,CIQUAL,Crème pâtissière,Crème pâtissière,creme patissiere,creme patissiere,,,produits laitiers frais et assimilés,autres desserts
014fd304-013e-5256-84a5-715025295251,INSA,"Biscoitos, línguas de gato","Biscoitos, línguas de gato",biscoitos linguas de gato,biscoitos linguas de gato,,,,
01507159-f547-56d6-9b23-594a0f46cbef,INSA,"Peru, peito sem pele estufado com margarina","Peru, peito sem pele estufado com margarina",peru peito sem pele estufado com margarina,peru peito sem pele estufado com margarina,,,,
01515040-db4a-5c51-985e-10a5ece031eb,INSA,Biscoitos caseiros,Biscoitos caseiros,biscoitos caseiros,biscoitos caseiros,,,,
0151a957-5a4a-5a61-9688-d96b42269126,INSA,"Maionese caseira, com ovo e óleo de soja","Maionese caseira, com ovo e óleo de soja",maionese caseira com ovo e oleo de soja,maionese caseira com ovo e oleo de soja,,,,
0158233e-244c-5acf-9abc-64e84cad724e,INSA,Fisális,Fisális,fisalis,fisalis,,,,
015fa617-423b-52ca-8562-a1bf63ee2e7f,INSA,Açúcar branco,Açúcar branco,acucar branco,acucar branco,,,,
0161794d-2dc7-513f-aa9c-a200d622d36d,TACO,"Fermento, biológico, levedura, tablete","Fermento, biológico, levedura, tablete",fermento biologico levedura tablete,fermento biologico levedura tablete,,Miscelâneas,,
017694f7-74e3-5b8a-9987-8345dece7130,CIQUAL,"Courge hokkaïdo, pulpe, crue","Courge hokkaïdo, pulpe, crue",courge hokkaido pulpe crue,courge hokkaido pulpe crue,,,légumes,légumes crus
01838e43-7207-5148-8a5f-301aa7d98b8e,TACO,"Cajá-Manga, cru","Cajá-Manga, cru",caja-manga cru,caja-manga,cru,Frutas e derivados,,
01910053-5ccc-5851-8672-b79ddeeaa504,INSA,Figo cristalizado,Figo cristalizado,figo cristalizado,figo cristalizado,,,,
0194f35d-e533-5bff-8df0-156f5589e48a,CIQUAL,"Macédoine de légumes en salade, avec sauce, préemballée","Macédoine de légumes en salade, avec sauce, préemballée",macedoine de legumes en salade avec sauce preemballee,macedoine de legumes en salade avec sauce preemballee,,,salades composées et crudités,-
0197c549-70fe-5b4b-9510-930956630937,CIQUAL,"Agar (algue), cru","Agar (algue), cru",agar algue cru,agar algue,cru,,algues,-
019af707-bac9-5416-8898-a3c740c08a33,CIQUAL,"Groseille, crue","Groseille, crue",groseille crue,groseille crue,,,fruits,fruits crus
019ca416-7ca1-519e-80d5-1d66302ed658,CIQUAL,Saucisse de Strasbourg ou Knack,Saucisse de Strasbourg ou Knack,saucisse de strasbourg ou knack,saucisse de strasbourg ou knack,,,charcuteries et assimilés,saucisses et assimilés
01c0f5ba-74b0-52e1-acfa-2d59d1f185d0,CIQUAL,"Glace ou crème glacée, cône (taille standard)","Glace ou crème glacée, cône (taille standard)",glace ou creme glacee cone taille standard,glace ou creme glacee cone taille standard,,,glaces,-
01c30ef8-e137-53e5-affc-7cbf6c51a00b,CIQUAL,"Riz blanc, avec poulet, préemballé, cuit","Riz blanc, avec poulet, préemballé, cuit",riz blanc avec poulet preemballe cuit,riz blanc avec poulet preemballe cuit,,,plats composés,plats de céréales/pâtes
01d76bca-5878-5033-ad9f-517ddf2cab44,INSA,Cubo de carne de galinha para caldo,Cubo de carne de galinha para caldo,cubo de carne de galinha para caldo,cubo de carne de galinha para caldo,,,,
01e4a1f8-c42b-57ab-8d03-e315cffd5839,CIQUAL,"Jambon cuit, fumé","Jambon cuit, fumé",jambon cuit fume,jambon cuit fume,,,charcuteries et assimilés,jambons cuits
01e626e1-76c1-55ab-b272-9ca4c2b59333,TBCA,444,444,444,444,,,,
01ef535a-d68e-55e7-b228-83731bec79a4,INSA,Vinho verde branco,Vinho verde branco,vinho verde branco,vinho verde branco,,,,
021022b7-c791-56db-8126-3321d6810787,CIQUAL,"Porc, gorge, découennée, crue","Porc, gorge, découennée, crue",porc gorge decouennee crue,porc gorge decouennee crue,,,viandes crues,porc
02192ad1-770f-5f09-8359-a613f3d8195b,INSA,Salsicha tipo Frankfurt grelhada sem adição de sal,Salsicha tipo Frankfurt grelhada sem adição de sal,salsicha tipo frankfurt grelhada sem adicao de sal,salsicha tipo frankfurt sem adicao de sal,grelhada,,,
022da519-551c-55dd-a689-fe21a39774c7,INSA,"Leite achocolatado, UHT ","Leite achocolatado, UHT",leite achocolatado uht,leite achocolatado uht,,,,
022ef2d9-9e07-5f9f-a11a-fa8ec2376cb3,TACO,"Maria mole, coco queimado","Maria mole, coco queimado",maria mole coco queimado,maria mole coco queimado,,Produtos açucarados,,
0247c8e9-d4ea-53a6-92c7-26f1f7b13a4d,INSA,Pão de ló,Pão de ló,pao de lo,pao de lo,,,,
024ea95c-47f5-5295-9a5d-d91d1ec04d1b,CIQUAL,"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru","Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru",porc jambon sans jarret sans bateau decouenne degraisse desosse cru,porc jambon sans jarret sans bateau decouenne degraisse desosse,cru,,viandes crues,porc
025801f9-f5a8-51f8-b6f0-5601eab46445,CIQUAL,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)","Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",cereales pour petit dejeuner equilibre nature non enrichies en vitamines et mineraux,cereales pour petit dejeuner equilibre nature non enrichies en vitamines et mineraux,,,céréales de petit-déjeuner,-
0266bcf1-4a9a-5869-abdd-0afe387c6068,INSA,Caldo preparado com cubo de carne de galinha (diluição 2%),Caldo preparado com cubo de carne de galinha (diluição 2%),caldo preparado com cubo de carne de galinha diluicao 2%,caldo preparado com cubo de carne de galinha diluicao 2%,,,,
026e0c93-231f-52cd-b38b-11cf6d0fde0a,CIQUAL,"Pomme, pulpe, rôtie/cuite au four","Pomme, pulpe, rôtie/cuite au four",pomme pulpe rotie/cuite au four,pomme pulpe rotie/cuite au four,,,fruits,compotes et assimilés
027dd305-1971-5e39-a7fa-ac9406aac011,CIQUAL,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",olives vertes fourrees ou farcies anchois poivrons etc,olives vertes fourrees ou farcies anchois poivrons etc,,,condiments,-
027eabab-4ab9-54cb-a031-0beeb43b79f5,CIQUAL,"Sole, rôtie/cuite au four","Sole, rôtie/cuite au four",sole rotie/cuite au four,sole rotie/cuite au four,,,poissons cuits,-
0287c450-8b66-5cda-b9ac-395a66b94bf6,CIQUAL,Saké ou Alcool de riz,Saké ou Alcool de riz,sake ou alcool de riz,sake ou alcool de riz,,,boisson alcoolisées,liqueurs et alcools
02a1ec6b-3945-5f22-b9e0-5a32505c849b,CIQUAL,"Merlan, cru","Merlan, cru",merlan cru,merlan,cru,,poissons crus,-
02a1f1f3-ff93-5b30-9df3-d706c676a79e,CIQUAL,"Foie, volaille, cuit","Foie, volaille, cuit",foie volaille cuit,foie volaille cuit,,,viandes cuites,abats
02b021ed-92d7-541f-ade1-df1763b463b5,INSA,Queijo flamengo light (-50% gordura),Queijo flamengo light (-50% gordura),queijo flamengo light -50% gordura,queijo flamengo -50% gordura,light,,,
02b7267a-0ff4-5569-a856-960df3164234,INSA,"Vaca, lombo magro assado com margarina","Vaca, lombo magro assado com margarina",vaca lombo magro assado com margarina,vaca lombo magro com margarina,assado,,,
02c74161-eef0-5c96-aec4-b8a38e830778,TBCA,562,562,562,562,,,,
02c8ea47-fa80-52f8-b039-091564886635,CIQUAL,Galette de riz soufflé complet,Galette de riz soufflé complet,galette de riz souffle complet,galette de riz souffle complet,,,pains et assimilés,biscottes et pains grillés
02d720a0-a0a0-5846-bac4-9ee9f604bf2c,TBCA,559,559,559,559,,,,
02ded52d-7ef7-52ba-8e85-228d16bdf11b,CIQUAL,Sirop d'érable,Sirop d'érable,sirop d erable,sirop d erable,,,"sucres, miels et assimilés",-
02e6132c-2136-5650-8bbf-c6ea7a1bfb97,CIQUAL,Pain aux raisins (viennoiserie),Pain aux raisins (viennoiserie),pain aux raisins viennoiserie,pain aux raisins viennoiserie,,,viennoiseries,-
02ed67ef-a02c-52ee-8708-b24afed5a331,CIQUAL,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté","Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",ascophylle noueux ou goemon noir ascophyllum nodosum seche ou deshydrate,ascophylle noueux ou goemon noir ascophyllum nodosum seche ou deshydrate,,,algues,-
02fe1396-db17-59d6-9911-b9ee1820ae6a,INSA,Tosta de trigo simples,Tosta de trigo simples,tosta de trigo simples,tosta de trigo simples,,,,
03026aa3-aae1-52c9-a31b-f461b3da0b97,CIQUAL,"Barre biscuitée fourrée aux fruits, allégée en matière grasse","Barre biscuitée fourrée aux fruits, allégée en matière grasse",barre biscuitee fourree aux fruits allegee en matiere grasse,barre biscuitee fourree aux fruits allegee en matiere grasse,,,biscuits sucrés,-
03187c1b-f0bb-5d19-b3f8-3c641bfc12d5,CIQUAL,"Caille, viande et peau, crue","Caille, viande et peau, crue",caille viande et peau crue,caille viande et peau crue,,,viandes crues,autres viandes
03314879-9378-51c6-8593-360d6c426b6b,CIQUAL,"Ris, veau, braisé ou sauté/poêlé","Ris, veau, braisé ou sauté/poêlé",ris veau braise ou saute/poele,ris veau braise ou saute/poele,,,viandes cuites,abats
03447932-6ac1-590b-90cb-641007e34705,CIQUAL,"Céleri-rave, purée","Céleri-rave, purée",celeri-rave puree,celeri-rave puree,,,légumes,légumes cuits
034e543e-0775-56fb-9c82-6d026efb0105,CIQUAL,"Nectar multifruit - base pomme, standard","Nectar multifruit - base pomme, standard",nectar multifruit - base pomme standard,nectar multifruit - base pomme standard,,,boissons sans alcool,nectars
035f1009-b15c-533f-b545-6772d05b38f0,TACO,"Arroz, tipo 2, cru","Arroz, tipo 2, cru",arroz tipo 2 cru,arroz tipo 2,cru,Cereais e derivados,,
036b8353-c140-577d-9cc4-a31829448c6e,TACO,"Carne, bovina, músculo, sem gordura, cozido","Carne, bovina, músculo, sem gordura, cozido",carne bovina musculo sem gordura cozido,carne bovina musculo sem gordura,cozido,Carnes e derivados,,
037043df-1407-545e-936b-77a2a9d20786,CIQUAL,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)","Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",sel blanc alimentaire iode fluore a 25 mg /100 g marin ignigene ou gemme,sel blanc alimentaire iode fluore a 25 mg /100 g marin ignigene ou gemme,,,sels,-
037ed10b-10c0-5b37-9e3a-ba5594f30145,INSA,Arroz de ervilhas,Arroz de ervilhas,arroz de ervilhas,arroz de ervilhas,,,,
0388a175-ab19-54c4-b951-f087e45d815a,INSA,"Cavalo, lombo ou pá frito com margarina","Cavalo, lombo ou pá frito com margarina",cavalo lombo ou pa frito com margarina,cavalo lombo ou pa com margarina,frito,,,
0388d979-51d0-5a99-abdf-064c3d95e994,CIQUAL,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel","Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",beurre a 60-62% mg a teneur reduite en matiere grasse demi-sel,beurre a 60-62% mg a teneur reduite en matiere grasse demi-sel,,,beurres,-
038d3cb3-bae1-5f02-8119-665b395d1369,CIQUAL,"Ananas, pulpe, cru","Ananas, pulpe, cru",ananas pulpe cru,ananas pulpe,cru,,fruits,fruits crus
038e4f20-4bba-5188-8157-6b2bc03084f9,INSA,"Porco, pulmões crus","Porco, pulmões crus",porco pulmoes crus,porco pulmoes crus,,,,
0393d9d2-4a30-5073-b6e3-980a93363829,CIQUAL,"Poivron jaune, sauté/poêlé sans matière grasse","Poivron jaune, sauté/poêlé sans matière grasse",poivron jaune saute/poele sans matiere grasse,poivron jaune saute/poele sans matiere grasse,,,légumes,légumes cuits
03afaab6-a99f-54bb-99e9-f623397b640c,CIQUAL,Bonbon gélifié,Bonbon gélifié,bonbon gelifie,bonbon gelifie,,,confiseries non chocolatées,-
03baf493-1c2d-5707-b2fb-ec602f5d6445,TACO,"Banana, doce em barra","Banana, doce em barra",banana doce em barra,banana doce em barra,,Frutas e derivados,,
03d40086-8665-586a-9317-f17731448920,CIQUAL,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé","Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",galette ou pave au ble et soja convient aux veganes ou vegetaliens preemballe,galette ou pave au ble et soja convient aux veganes ou vegetaliens preemballe,,,plats composés,plats végétariens
03f286db-1437-5853-8ffe-5c24baa529b2,CIQUAL,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",matiere grasse vegetale type margarine a tartiner a 30-40% mg legere demi-sel,matiere grasse vegetale type margarine a tartiner a 30-40% mg legere demi-sel,,,margarines,-
03f940d0-bfae-5301-af26-7780f0f562f4,INSA,Açúcar amarelo,Açúcar amarelo,acucar amarelo,acucar amarelo,,,,
041179e9-4a26-5214-a8bc-ed4832c9b306,CIQUAL,"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée","Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",gaufre croustillante fine ou seche nature ou sucree preemballee,gaufre croustillante fine ou seche nature ou sucree preemballee,,,gâteaux et pâtisseries,-
04170fe5-6d65-5cea-b21c-1f7a58ed8ccb,INSA,Queijo Mascarpone,Queijo Mascarpone,queijo mascarpone,queijo mascarpone,,,,
041d8f03-8eae-5c55-9d5c-89904cc2bbe9,CIQUAL,"Milk-shake, provenant de fast food","Milk-shake, provenant de fast food",milk-shake provenant de fast food,milk-shake provenant de fast food,,,produits laitiers frais et assimilés,desserts lactés
041e94e6-b4c2-58e8-a077-54d92a7b3c20,CIQUAL,"Potimarron, pulpe, bouilli/cuit à l'eau","Potimarron, pulpe, bouilli/cuit à l'eau",potimarron pulpe bouilli/cuit a l eau,potimarron pulpe bouilli/cuit a l eau,,,légumes,légumes cuits
0422910d-0efb-50cf-8ce1-eda501b06657,INSA,Coelho estufado com azeite,Coelho estufado com azeite,coelho estufado com azeite,coelho estufado com azeite,,,,
04266651-57b3-57ac-8f7f-3e0761a4c892,CIQUAL,"Fromage blanc nature, gourmand, 8% MG environ","Fromage blanc nature, gourmand, 8% MG environ",fromage blanc nature gourmand 8% mg environ,fromage blanc nature gourmand 8% mg environ,,,produits laitiers frais et assimilés,fromages blancs
0431e2fe-d2ec-5d50-932d-0635b71990de,INSA,"Cebola roxa, crua","Cebola roxa, crua",cebola roxa crua,cebola roxa,crua,,,
043ad031-d9c9-52b9-baa7-4c538cb6f8e7,TACO,"Beterraba, cozida","Beterraba, cozida",beterraba cozida,beterraba,cozida,"Verduras, hortaliças e derivados",,
044157e1-336c-52df-9a76-ecc2e2665a43,TBCA,451,451,451,451,,,,
0458bbe7-e2c5-5269-b12d-798c79a67052,CIQUAL,"Veau, tête, bouillie/cuite à l'eau","Veau, tête, bouillie/cuite à l'eau",veau tete bouillie/cuite a l eau,veau tete bouillie/cuite a l eau,,,viandes cuites,bœuf et veau
047bd4d5-b550-5c07-8b4c-18e23d3b5e3b,CIQUAL,Bière blanche,Bière blanche,biere blanche,biere blanche,,,boisson alcoolisées,bières et cidres
047fd575-fcc3-50af-a0db-3f7e1ebe5719,CIQUAL,"Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants","Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants",boisson gazeuse sans jus de fruit non sucree avec edulcorants,boisson gazeuse sans jus de fruit non sucree avec edulcorants,,,boissons sans alcool,boissons rafraîchissantes sans alcool
0483fbcf-65d2-52e4-9f3c-9652596cd1d5,TBCA,519,519,519,519,,,,
048df375-21d5-59f6-abf4-0741051a4871,CIQUAL,Beurre de cacahuète ou Pâte d'arachide,Beurre de cacahuète ou Pâte d'arachide,beurre de cacahuete ou pate d arachide,beurre de cacahuete ou pate d arachide,,,fruits à coque et graines oléagineuses,-
049313ac-57ce-5bbf-9047-88d65c805859,TBCA,457,457,457,457,,,,
049a042a-36c4-5127-a25c-46dd2923ee4a,INSA,"Carneiro, peito gordo, cozido","Carneiro, peito gordo, cozido",carneiro peito gordo cozido,carneiro peito gordo,cozido,,,
04a026fb-7a2c-5ac2-9c80-5f37d17d3485,INSA,"Cebola doce, crua","Cebola doce, crua",cebola doce crua,cebola doce,crua,,,
04a8d94c-12d3-5b65-8b57-3fd8a83f650a,CIQUAL,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D","Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",boisson lactee lait fermente ou yaourt a boire aux fruits sucre enrichie en vitamine d,boisson lactee lait fermente ou yaourt a boire aux fruits sucre enrichie en vitamine d,,,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt
04ae69f5-943c-5eae-9b93-c4585ce12a3f,TACO,"Laranja, valência, suco","Laranja, valência, suco",laranja valencia suco,laranja valencia suco,,Frutas e derivados,,
04b71e97-2719-505a-b233-e4af7b76831f,INSA,Tripa de vaca crua,Tripa de vaca crua,tripa de vaca crua,tripa de vaca,crua,,,
04cc11ad-051f-5494-be66-22a6545f0476,CIQUAL,"Fromage blanc nature, 3% MG environ, au bifidus","Fromage blanc nature, 3% MG environ, au bifidus",fromage blanc nature 3% mg environ au bifidus,fromage blanc nature 3% mg environ au bifidus,,,produits laitiers frais et assimilés,fromages blancs
04d585fd-ea9f-5562-aecb-ab4f9a9a7602,TBCA,568,568,568,568,,,,
04d7637b-69b7-5e93-b19e-939595355c60,CIQUAL,"Flétan de l'Atlantique ou flétan blanc, cru","Flétan de l'Atlantique ou flétan blanc, cru",fletan de l atlantique ou fletan blanc cru,fletan de l atlantique ou fletan blanc,cru,,poissons crus,-
04d79d0d-cd7a-5fdb-9e41-a6fb1face062,INSA,Enguia frita,Enguia frita,enguia frita,enguia,frita,,,
04dd9615-f66f-59b7-ac45-9fafa188137f,CIQUAL,Gâteau (aliment moyen),Gâteau (aliment moyen),gateau aliment moyen,gateau aliment moyen,,,gâteaux et pâtisseries,-
04e372c8-5111-5957-beeb-8ff61709544e,CIQUAL,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)","Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",eau minerale montclar embouteillee non gazeuse faiblement mineralisee montclar 04,eau minerale montclar embouteillee non gazeuse faiblement mineralisee montclar 04,,,eaux,-
04e5ddba-e30c-5eef-84a8-7ae03b49fcfb,CIQUAL,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG","Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",matiere grasse melangee vegetale et laitiere a tartiner a 30-40% mg,matiere grasse melangee vegetale et laitiere a tartiner a 30-40% mg,,,margarines,-
04f41307-59b6-5eab-b402-3e877b5a78bc,INSA,Mexilhão cru,Mexilhão cru,mexilhao cru,mexilhao,cru,,,
05106686-297c-5db9-a24c-07d161bf483d,TACO,"Pescadinha, crua","Pescadinha, crua",pescadinha crua,pescadinha,crua,Pescados e frutos do mar,,
0513845e-67ef-589d-ad6f-3c9bee1e285e,CIQUAL,"Chipolata, cuite","Chipolata, cuite",chipolata cuite,chipolata cuite,,,charcuteries et assimilés,saucisses et assimilés
0514ab45-42ab-5761-be00-f94afc98e116,CIQUAL,"Biscuit sec type tuile, aux fruits","Biscuit sec type tuile, aux fruits",biscuit sec type tuile aux fruits,biscuit sec type tuile aux fruits,,,biscuits sucrés,-
0527b819-430e-5e8c-8585-1158ca072d77,CIQUAL,"Caïmite, pulpe, cru, prélevé à la Martinique","Caïmite, pulpe, cru, prélevé à la Martinique",caimite pulpe cru preleve a la martinique,caimite pulpe preleve a la martinique,cru,,fruits,fruits et leurs produits de la Martinique
05383c41-4e2c-551c-9c42-9a6310baec03,CIQUAL,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux","Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",muesli floconneux aux fruits ou fruits secs enrichi en vitamines et mineraux,muesli floconneux aux fruits ou fruits secs enrichi en vitamines et mineraux,,,céréales de petit-déjeuner,-
053a8f56-ef9c-5a5e-99e8-8a2477e7df95,CIQUAL,Tarte ou quiche salée (aliment moyen),Tarte ou quiche salée (aliment moyen),tarte ou quiche salee aliment moyen,tarte ou quiche salee aliment moyen,,,"pizzas, tartes et crêpes salées",-
053d6148-d11b-591c-b0ed-1ad057436e6f,INSA,Cerveja branca,Cerveja branca,cerveja branca,cerveja branca,,,,
055877ef-ab6b-52cb-a8bc-16484327e1af,CIQUAL,"Canard, viande et peau, rôti/cuit au four","Canard, viande et peau, rôti/cuit au four",canard viande et peau roti/cuit au four,canard viande et peau roti/cuit au four,,,viandes cuites,autres viandes
0559d486-bf56-57bf-b3c2-691c28078814,CIQUAL,Fromage de brebis à pâte pressée,Fromage de brebis à pâte pressée,fromage de brebis a pate pressee,fromage de brebis a pate pressee,,,fromages et assimilés,fromages à pâte pressée
056b9c3b-de9a-5498-beba-a9fcbf126d24,CIQUAL,"Langue, boeuf, crue","Langue, boeuf, crue",langue boeuf crue,langue boeuf crue,,,viandes crues,abats
05769bce-2092-50b9-b17a-ecf107bcadf9,CIQUAL,Biscuit pour bébé,Biscuit pour bébé,biscuit pour bebe,biscuit pour bebe,,,céréales et biscuits infantiles,-
05869d88-f3e4-5717-8c98-a3f24df000cd,CIQUAL,Liqueur,Liqueur,liqueur,liqueur,,,boisson alcoolisées,liqueurs et alcools
05b7e0dc-4520-5342-a23b-6d571ce1cd12,CIQUAL,"Orange (variété locale), pulpe, prélevée à la Martinique","Orange (variété locale), pulpe, prélevée à la Martinique",orange variete locale pulpe prelevee a la martinique,orange variete locale pulpe prelevee a la martinique,,,fruits,fruits et leurs produits de la Martinique
05cd4847-c6ab-5cfa-880d-b14087539065,TACO,"Alface, lisa, crua","Alface, lisa, crua",alface lisa crua,alface lisa,crua,"Verduras, hortaliças e derivados",,
05dbfec0-4d4f-5175-b510-f01fc9d15f71,CIQUAL,"Hareng fumé, à l'huile","Hareng fumé, à l'huile",hareng fume a l huile,hareng fume a l huile,,,poissons cuits,-
0622ff91-2e81-5c83-b3f6-61e532f60565,INSA,Vaca para cozer ou estufar magra crua,Vaca para cozer ou estufar magra crua,vaca para cozer ou estufar magra crua,vaca para cozer ou estufar magra,crua,,,
0629c720-5bbc-5c08-a6e8-fabff92e525a,CIQUAL,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)","Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",beurre ou assimile a teneur en matiere grasse inconnue doux aliment moyen,beurre ou assimile a teneur en matiere grasse inconnue doux aliment moyen,,,beurres,-
0638bb3c-4699-5522-8d31-7508c0307870,CIQUAL,Muesli enrichi en vitamines et minéraux (aliment moyen),Muesli enrichi en vitamines et minéraux (aliment moyen),muesli enrichi en vitamines et mineraux aliment moyen,muesli enrichi en vitamines et mineraux aliment moyen,,,céréales de petit-déjeuner,-
064cf107-7b67-5a53-8cae-08295fe86e95,INSA,Leite humano,Leite humano,leite humano,leite humano,,,,
0654c5dd-984c-5f53-b724-1e55034b7daa,CIQUAL,"Mouton, épaule, crue","Mouton, épaule, crue",mouton epaule crue,mouton epaule crue,,,viandes crues,agneau et mouton
065f92ba-7e45-5a78-ba5b-92beec2b8939,INSA,Peixe-espada-branco cru,Peixe-espada-branco cru,peixe-espada-branco cru,peixe-espada-branco,cru,,,
065fcf0e-d051-51aa-9e20-da28f89ae63f,CIQUAL,"Biscuit sec pour petit déjeuner, au chocolat","Biscuit sec pour petit déjeuner, au chocolat",biscuit sec pour petit dejeuner au chocolat,biscuit sec pour petit dejeuner au chocolat,,,biscuits sucrés,-
066233e1-dc3b-511c-ab7c-dbf5423c6bc2,CIQUAL,"Risotto, aux fromages, préemballé","Risotto, aux fromages, préemballé",risotto aux fromages preemballe,risotto aux fromages preemballe,,,plats composés,plats de céréales/pâtes
