uid,__fonte,nome_original,nome_canonico,chave_strict,chave_loose,preparo_detectado,grupo,subgrupo,subgrupo_n3
93fca90d-e259-518b-b220-d3e78b6f566c,INSA,"Sopa de feijão-branco com couve-portuguesa, sem adição de sal","Sopa de feijão-branco com couve-portuguesa, sem adição de sal",sopa de feijao-branco com couve-portuguesa sem adicao de sal,sopa de feijao-branco com couve-portuguesa sem adicao de sal,,,,
9432ebb1-8893-5e62-84f3-060f0807ac53,CIQUAL,Crème de marrons,Crème de marrons,creme de marrons,creme de marrons,,,fruits à coque et graines oléagineuses,-
9433caa5-7e49-57cd-a320-4de6918b5132,CIQUAL,Éclair,Éclair,eclair,eclair,,,gâteaux et pâtisseries,-
943cd8c9-ed2e-5df9-b6b1-92573c437491,INSA,"Vitela, peito magro estufado com azeite, margarina e óleo alimentar","Vitela, peito magro estufado com azeite, margarina e óleo alimentar",vitela peito magro estufado com azeite margarina e oleo alimentar,vitela peito magro estufado com azeite margarina e oleo alimentar,,,,
943d8271-9bee-502e-802b-dd30fa1a820e,CIQUAL,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé","Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",bouchees ou emince vegetal au soja et ble convient aux veganes ou vegetaliens preemballe,bouchees ou emince vegetal au soja et ble convient aux veganes ou vegetaliens preemballe,,,substitus de produits carnés,-
943df55d-b183-5724-a49d-9c3db4834b6c,CIQUAL,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)","Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",eau minerale arcens embouteillee gazeuse moyennement mineralisee arcens 07,eau minerale arcens embouteillee gazeuse moyennement mineralisee arcens 07,,,eaux,-
94432ca7-e7ec-572f-8496-42cf72adcd26,CIQUAL,"Pomme Chantecler, pulpe, crue","Pomme Chantecler, pulpe, crue",pomme chantecler pulpe crue,pomme chantecler pulpe crue,,,fruits,fruits crus
94492675-c6dc-54df-bd21-6ab909a775a4,INSA,Laranja (3 variedades),Laranja (3 variedades),laranja 3 variedades,laranja 3 variedades,,,,
944b55fc-e8e3-5a87-9fdd-7fd135416939,CIQUAL,Panaché (limonade et bière),Panaché (limonade et bière),panache limonade et biere,panache limonade et biere,,,boisson alcoolisées,cocktails
9456860a-083f-5db4-b1c8-94b47be173f0,CIQUAL,"Palet ou galette de légumes, préfrit, surgelé","Palet ou galette de légumes, préfrit, surgelé",palet ou galette de legumes prefrit surgele,palet ou galette de legumes prefrit surgele,,,plats composés,plats de légumes/légumineuses
945c1211-0086-5b2e-8ab8-1c7d40092b85,TACO,Rapadura,Rapadura,rapadura,rapadura,,Produtos açucarados,,
9461c2ce-5fe4-5208-8e13-11cfdbdcd76e,INSA,"Feijão preto, cru, seco","Feijão preto, cru, seco",feijao preto cru seco,feijao preto,cru / seco,,,
9486eab8-b829-5cb6-8e3c-9487c0bb8fb4,CIQUAL,"Boeuf, plat de côtes, cru","Boeuf, plat de côtes, cru",boeuf plat de cotes cru,boeuf plat de cotes,cru,,viandes crues,bœuf et veau
949e63fa-86e6-5cce-8536-edf76dde5e91,TBCA,191,191,191,191,,,,
94a86563-39df-59cb-b013-8f9c0876443d,CIQUAL,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille","Goûter sec fourré (""sandwiché"") parfum lait ou vanille",gouter sec fourre sandwiche parfum lait ou vanille,gouter sec fourre sandwiche parfum lait ou vanille,,,biscuits sucrés,-
94bcc521-c328-5573-8a13-beebd8d5c4af,INSA,Queijo de Castelo Branco,Queijo de Castelo Branco,queijo de castelo branco,queijo de castelo branco,,,,
94ccc69c-d43b-5508-af20-3a7ed828dcf0,INSA,Rebentos de soja crus,Rebentos de soja crus,rebentos de soja crus,rebentos de soja crus,,,,
94de08a2-4128-58c2-b8a3-887b21dd3907,CIQUAL,"Framboise, crue","Framboise, crue",framboise crue,framboise crue,,,fruits,fruits crus
94f9decf-b889-5d12-a78b-9504cbe66107,TBCA,246,246,246,246,,,,
950bb979-2518-58a0-95a3-3b70e56315eb,CIQUAL,"Sorbet, pot individuel","Sorbet, pot individuel",sorbet pot individuel,sorbet pot individuel,,,sorbets,-
9517856a-4b9d-5c88-82c7-1e1e6e47763f,CIQUAL,"Sardine, à l'huile, appertisée, égouttée","Sardine, à l'huile, appertisée, égouttée",sardine a l huile appertisee egouttee,sardine a l huile appertisee egouttee,,,produits à base de poissons et produits de la mer,-
9519595a-fe00-58b7-8d3f-e4d3f575bdfb,CIQUAL,"Anchois commun, mariné, préemballé","Anchois commun, mariné, préemballé",anchois commun marine preemballe,anchois commun marine preemballe,,,produits à base de poissons et produits de la mer,-
951a3119-1090-5ce2-b8c5-449f2f4f1340,CIQUAL,"Fleur de sel, non iodée, non fluorée","Fleur de sel, non iodée, non fluorée",fleur de sel non iodee non fluoree,fleur de sel non iodee non fluoree,,,sels,-
952eafd4-1708-56f5-ad5b-d3fb8cfbfe54,CIQUAL,"Soupe à l'oignon, préemballée à réchauffer","Soupe à l'oignon, préemballée à réchauffer",soupe a l oignon preemballee a rechauffer,soupe a l oignon preemballee a rechauffer,,,soupes,-
95300ef8-a8a1-52d3-a685-aa2d28d8d888,INSA,Requeijão de mistura (ovelha e cabra),Requeijão de mistura (ovelha e cabra),requeijao de mistura ovelha e cabra,requeijao de mistura ovelha e cabra,,,,
95396148-6f6b-52ae-abd1-1414b865881b,CIQUAL,"Coeur, boeuf, cuit","Coeur, boeuf, cuit",coeur boeuf cuit,coeur boeuf cuit,,,viandes cuites,abats
953ca843-b1b4-558b-a7d8-19bdb0a469ad,CIQUAL,"Escargot en sauce au beurre persillé, préemballé, cuit","Escargot en sauce au beurre persillé, préemballé, cuit",escargot en sauce au beurre persille preemballe cuit,escargot en sauce au beurre persille preemballe cuit,,,produits à base de poissons et produits de la mer,-
954e2569-e855-52ad-95fc-f7ebb91dfa26,CIQUAL,"Eau minérale, gazeuse (aliment moyen)","Eau minérale, gazeuse (aliment moyen)",eau minerale gazeuse aliment moyen,eau minerale gazeuse aliment moyen,,,eaux,-
954e47ef-b63e-5697-9482-2a2f637ca519,CIQUAL,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux","Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",matiere grasse vegetale type margarine a 60% de mg allegee au tournesol doux,matiere grasse vegetale type margarine a 60% de mg allegee au tournesol doux,,,margarines,-
9555994f-b6cf-591f-b04b-8f27acb525eb,CIQUAL,"Haricot beurre, cru","Haricot beurre, cru",haricot beurre cru,haricot beurre,cru,,légumes,légumes crus
9584135c-9a13-5941-9f1d-f7e1c245cf44,CIQUAL,"Saumon, cru, élevage","Saumon, cru, élevage",saumon cru elevage,saumon elevage,cru,,poissons crus,-
958da7fb-2031-5054-b323-b90fb4c9bb6a,INSA,Goraz no forno,Goraz no forno,goraz no forno,goraz no forno,,,,
959912a6-7d10-5dd3-bbbe-2ba815d2033c,CIQUAL,"Biscuit sec chocolaté, type galette","Biscuit sec chocolaté, type galette",biscuit sec chocolate type galette,biscuit sec chocolate type galette,,,biscuits sucrés,-
95a11f8f-fe2b-5ec9-a438-39e02ccc7e3b,CIQUAL,Moussaka,Moussaka,moussaka,moussaka,,,plats composés,plats de viande et légumes/légumineuses
95a3c55c-62e3-5409-a809-854ac47db5c6,INSA,Espargos cozidos,Espargos cozidos,espargos cozidos,espargos cozidos,,,,
95a5b258-7736-5855-bec8-4185676083da,INSA,"Frango, perna sem pele, cozida","Frango, perna sem pele, cozida",frango perna sem pele cozida,frango perna sem pele,cozida,,,
95ab3ea8-1574-5ae3-b609-35ce37d5eaa3,CIQUAL,"Chou chinois (pak-choi ou pé-tsai), cuit","Chou chinois (pak-choi ou pé-tsai), cuit",chou chinois pak-choi ou pe-tsai cuit,chou chinois pak-choi ou pe-tsai cuit,,,légumes,légumes cuits
95b0a6b1-eed0-588d-9877-006ffa40ff72,TACO,"Agrião, cru","Agrião, cru",agriao cru,agriao,cru,"Verduras, hortaliças e derivados",,
95b0a6b1-eed0-588d-9877-006ffa40ff72,INSA,Agrião cru,Agrião cru,agriao cru,agriao,cru,,,
95ba6fd3-7e26-548b-9da7-e810b34ba7e1,CIQUAL,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)","Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)",agneau cote ou cotelette grillee/poelee aliment moyen,agneau cote ou cotelette grillee/poelee aliment moyen,,,viandes cuites,agneau et mouton
95c09547-f6e0-53d4-b5a6-d228833e116f,INSA,Sidra (vinho de maçã),Sidra (vinho de maçã),sidra vinho de maca,sidra vinho de maca,,,,
95c5157c-a932-5a20-88e6-daf1dd816cba,CIQUAL,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)","Lait 1er âge, prêt à consommer (préparation pour nourrissons)",lait 1er age pret a consommer preparation pour nourrissons,lait 1er age pret a consommer preparation pour nourrissons,,,laits et boissons infantiles,-
95c89db0-db85-5a8d-9420-be7ef7712d13,CIQUAL,"Pâtes sèches, sans gluten, cuites, non salées","Pâtes sèches, sans gluten, cuites, non salées",pates seches sans gluten cuites non salees,pates seches sans gluten cuites non salees,,,"pâtes, riz et céréales","pâtes, riz et céréales cuits"
95c986bd-b120-5c0e-8572-2f9a7b0536d4,CIQUAL,"Matière grasse végétale (type margarine) à 80% MG, salée","Matière grasse végétale (type margarine) à 80% MG, salée",matiere grasse vegetale type margarine a 80% mg salee,matiere grasse vegetale type margarine a 80% mg salee,,,margarines,-
95d5133a-34ae-5ed6-9019-d7f85d310f14,TACO,"Croquete, de carne, frito","Croquete, de carne, frito",croquete de carne frito,croquete de carne,frito,Carnes e derivados,,
95d64ec0-c094-5fe9-91eb-5f059dfd5f82,CIQUAL,"Chicorée verte, crue","Chicorée verte, crue",chicoree verte crue,chicoree verte crue,,,légumes,légumes crus
95e0860b-cb62-556b-92b5-0c07a51f13d4,CIQUAL,Farine de blé tendre ou froment T45 (pour pâtisserie),Farine de blé tendre ou froment T45 (pour pâtisserie),farine de ble tendre ou froment t45 pour patisserie,farine de ble tendre ou froment t45 pour patisserie,,,,
95f37f8b-2920-55b7-a120-0a469ab4d2cd,TBCA,81,81,81,81,,,,
95f5aa99-fdf6-5e14-8024-dd011a0bd09e,TBCA,233,233,233,233,,,,
960a1267-0b6e-5257-aa34-d75d367e5630,TBCA,330,330,330,330,,,,
96149126-479f-571d-b37e-cfce96058d93,CIQUAL,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse","Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",biscuit sec croquant ex tuile sans chocolat allege en matiere grasse,biscuit sec croquant ex tuile sans chocolat allege en matiere grasse,,,biscuits sucrés,-
9617ff57-8b21-5c30-bf68-afcc7ab2b5da,CIQUAL,"Morue, salée, bouillie/cuite à l'eau","Morue, salée, bouillie/cuite à l'eau",morue salee bouillie/cuite a l eau,morue salee bouillie/cuite a l eau,,,poissons cuits,-
961a4215-b845-503a-a04f-9f46e3887c40,TACO,"Mel, de abelha","Mel, de abelha",mel de abelha,mel de abelha,,Produtos açucarados,,
96492fb8-6745-5f62-8ac8-63db1ab9da24,CIQUAL,"Cacao, non sucré, poudre soluble","Cacao, non sucré, poudre soluble",cacao non sucre poudre soluble,cacao non sucre poudre soluble,,,boissons sans alcool,boissons à reconstituer
964a64f7-0e96-5ea5-9f5e-9f049da0706c,CIQUAL,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)","Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",eau minerale contrex embouteillee non gazeuse fortement mineralisee contrexeville 88,eau minerale contrex embouteillee non gazeuse fortement mineralisee contrexeville 88,,,eaux,-
9654a57a-e3a6-5639-942c-cbeab4435318,INSA,Pão pita,Pão pita,pao pita,pao pita,,,,
9663e097-300e-5fbf-9176-6faa28b21b42,CIQUAL,Pain (aliment moyen),Pain (aliment moyen),pain aliment moyen,pain aliment moyen,,,pains et assimilés,pains
9666c69d-3d2f-57a2-8560-925847691e68,CIQUAL,Jambon sec,Jambon sec,jambon sec,jambon sec,,,charcuteries et assimilés,jambons secs et crus
9670b2f3-edda-5e60-b6bb-4b4b01e941e7,INSA,Tomate concentrado,Tomate concentrado,tomate concentrado,tomate concentrado,,,,
967ab0b0-6c26-5f43-beed-88032ef28f42,CIQUAL,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)","Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",eau minerale appollinaris embouteillee non gazeuse fortement mineralisee allemagne,eau minerale appollinaris embouteillee non gazeuse fortement mineralisee allemagne,,,eaux,-
969784d6-0b69-5faa-b9d7-1464e685718d,INSA,Búzio cru,Búzio cru,buzio cru,buzio,cru,,,
96a4ee36-49bd-54cf-a286-47b5f68a0922,TBCA,57,57,57,57,,,,
96b88a80-7c76-5a35-bb63-c769e1908ea1,INSA,"Quivi, ""Kiwi"" desidratado","Quivi, ""Kiwi"" desidratado",quivi kiwi desidratado,quivi kiwi,desidratado,,,
96c70a34-e4aa-5526-9d02-93d91ec6943c,INSA,"Flocos de trigo integral tipo ""All-Bran Flakes""","Flocos de trigo integral tipo ""All-Bran Flakes""",flocos de trigo integral tipo all-bran flakes,flocos de trigo tipo all-bran flakes,integral,,,
96ca675b-10d0-514b-9789-6ea8630ca973,INSA,Framboesa,Framboesa,framboesa,framboesa,,,,
96ce6f5b-3e3a-50fe-a23b-00c474661913,TBCA,71,71,71,71,,,,
96d2af17-7473-53e3-997d-ee9cdfe77db7,CIQUAL,"Pintade, cuisse, crue","Pintade, cuisse, crue",pintade cuisse crue,pintade cuisse crue,,,viandes crues,autres viandes
96d53b6d-c3a0-5950-b7d7-1f9d23723bf6,CIQUAL,"Saucisse de volaille, type Knack","Saucisse de volaille, type Knack",saucisse de volaille type knack,saucisse de volaille type knack,,,charcuteries et assimilés,saucisses et assimilés
96db5a24-e157-5147-8325-6ea7ee13c8a7,CIQUAL,"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)","Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",fromage de chevre frais au lait cru type palet ou crottin frais,fromage de chevre frais au lait type palet ou crottin frais,cru,,fromages et assimilés,autres fromages et spécialités
96e734db-105f-59ea-93da-b2ba1feee3a3,CIQUAL,"Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG","Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG",fromage blanc ou specialite laitiere aromatise sucre 0% mg,fromage blanc ou specialite laitiere aromatise sucre 0% mg,,,produits laitiers frais et assimilés,fromages blancs
96f81890-fac6-5318-9aac-331d1e523d17,INSA,Molho de bife frito com manteiga,Molho de bife frito com manteiga,molho de bife frito com manteiga,molho de bife com manteiga,frito,,,
9706a04b-2092-5f37-847d-7ec7dba0e1bc,INSA,Sarda cozida,Sarda cozida,sarda cozida,sarda,cozida,,,
970fc033-cb6a-5e8b-b606-a7121b0f14cf,TBCA,165,165,165,165,,,,
97174be4-0034-58ed-bbec-36a33fb17fb9,CIQUAL,"Moule commune, crue","Moule commune, crue",moule commune crue,moule commune crue,,,mollusques et crustacés crus,-
9718f34b-f6eb-57ce-8ec1-2dc53f10bc56,CIQUAL,"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé","Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",thon a la catalane ou a l escabeche sauce tomate appertise,thon a la catalane ou a l escabeche sauce tomate appertise,,,produits à base de poissons et produits de la mer,-
971a7f7d-e66d-5c84-8584-8f1be4866975,CIQUAL,"Cacahuète, grillée à sec, salée","Cacahuète, grillée à sec, salée",cacahuete grillee a sec salee,cacahuete grillee a sec salee,,,fruits à coque et graines oléagineuses,-
9722c1a7-c4c3-53c5-a6e4-cdbe3066148f,CIQUAL,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),muesli croustillant au chocolat non enrichi en vitamines et mineraux,muesli croustillant au chocolat non enrichi en vitamines et mineraux,,,céréales de petit-déjeuner,-
972a7bef-10b5-5346-8a58-23873f95f295,CIQUAL,"Joëls (petits poissons entiers) pour friture, crus","Joëls (petits poissons entiers) pour friture, crus",joels petits poissons entiers pour friture crus,joels petits poissons entiers pour friture crus,,,poissons crus,-
972caac6-c60b-5392-806b-747054dd200e,TBCA,560,560,560,560,,,,
97319fc6-bcc8-5efc-9090-b246e659536f,INSA,Cerveja sem álcool,Cerveja sem álcool,cerveja sem alcool,cerveja sem alcool,,,,
974151c9-3d0e-5441-a1db-7e7ed0809a18,CIQUAL,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux","Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",petales de ble avec noix noisettes ou amandes enrichis en vitamines et mineraux,petales de ble avec noix noisettes ou amandes enrichis en vitamines et mineraux,,,céréales de petit-déjeuner,-
9747d7f6-9358-5041-8cfb-411f42eb251a,CIQUAL,"Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique","Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique",patate douce pulpe blanchie surgelee prelevee a la martinique,patate douce pulpe blanchie surgelee prelevee a la martinique,,,légumes,légumes et leurs produits de la Martinique
974b0914-c209-55ca-926d-424cfd934aa7,INSA,"Iogurte sem lactose magro, natural","Iogurte sem lactose magro, natural",iogurte sem lactose magro natural,iogurte sem lactose magro natural,,,,
975ca5e1-8a6d-5234-ba73-88769e2519fc,INSA,"Anchova, conserva em óleo, escorrido","Anchova, conserva em óleo, escorrido",anchova conserva em oleo escorrido,anchova conserva em oleo escorrido,,,,
975d4447-5c9b-5dde-b870-b3e24d9d77da,INSA,Ervilhas estufadas,Ervilhas estufadas,ervilhas estufadas,ervilhas estufadas,,,,
97608e32-fe7f-5b70-a91b-08df5732b90b,TACO,Feijoada,Feijoada,feijoada,feijoada,,Alimentos preparados,,
979e354d-d1f3-563b-a790-985bfede85c5,TACO,"Gergelim, semente","Gergelim, semente",gergelim semente,gergelim semente,,Nozes e sementes,,
97bcfa66-1884-592f-9a3e-5b2da3fb3521,CIQUAL,"Gratin de légumes en sauce blanche type béchamel, cuit","Gratin de légumes en sauce blanche type béchamel, cuit",gratin de legumes en sauce blanche type bechamel cuit,gratin de legumes en sauce blanche type bechamel cuit,,,plats composés,plats de légumes/légumineuses
97bff4f8-ea14-5a48-93a5-485835c8bc47,INSA,Doce de morango,Doce de morango,doce de morango,doce de morango,,,,
97c06c5a-89e2-5a45-98cc-5a3256b58c69,INSA,Linguiça,Linguiça,linguica,linguica,,,,
97c0c6ab-a17b-58c1-87bc-a9a751b40e4a,TBCA,398,398,398,398,,,,
97da9c71-df9d-5045-9097-60e18b0d4c9a,CIQUAL,Tarte ou tartelette aux pommes,Tarte ou tartelette aux pommes,tarte ou tartelette aux pommes,tarte ou tartelette aux pommes,,,gâteaux et pâtisseries,-
97dc104d-79f0-5fb4-ae89-8771c5f77b1b,CIQUAL,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux","Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux",cereales pour petit dejeuner riches en fibres avec ou sans fruits enrichies en vitamines et mineraux,cereales pour petit dejeuner riches en fibres avec ou sans fruits enrichies en vitamines et mineraux,,,céréales de petit-déjeuner,-
97e6bd22-d6c0-51db-9d71-c7adeaefe627,TACO,"Banana, prata, crua","Banana, prata, crua",banana prata crua,banana prata,crua,Frutas e derivados,,
97e92088-f0c5-5be4-830b-c2183b75ba70,TBCA,80,80,80,80,,,,
97eaa59a-31c2-5813-8301-69fc7f7821a8,CIQUAL,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux","Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux",cereales pour petit dejeuner equilibre nature ou au miel enrichies en vitamines et mineraux,cereales pour petit dejeuner equilibre nature ou au miel enrichies en vitamines et mineraux,,,céréales de petit-déjeuner,-
97ef91b3-1752-59e8-8148-cb427755c7d8,TBCA,526,526,526,526,,,,
97f69c77-c2dc-5cb7-809d-b4f94041c05c,INSA,"Ovo de galinha, cozido","Ovo de galinha, cozido",ovo de galinha cozido,ovo de galinha,cozido,,,
9805831c-e62f-58fa-adca-ce928e54b85d,TBCA,274,274,274,274,,,,
980702fc-e76e-5f12-b9f3-bed129e97ac1,CIQUAL,"Plat légumes, avec féculent et lait/crème, dès 12 mois","Plat légumes, avec féculent et lait/crème, dès 12 mois",plat legumes avec feculent et lait/creme des 12 mois,plat legumes avec feculent et lait/creme des 12 mois,,,petits pots salés et plats infantiles,-
980ba6cf-6791-5e3f-a8a9-c87d7443c342,INSA,"Iogurte sem lactose meio gordo, natural, açucarado","Iogurte sem lactose meio gordo, natural, açucarado",iogurte sem lactose meio gordo natural acucarado,iogurte sem lactose meio gordo natural acucarado,,,,
980dac39-60ed-571f-980f-22ce1dabc2b4,TBCA,221,221,221,221,,,,
980dc0de-c3a3-520f-8513-2f8fe2bd85ba,CIQUAL,"Petits pois et carottes, surgelés, cuits","Petits pois et carottes, surgelés, cuits",petits pois et carottes surgeles cuits,petits pois et carottes surgeles cuits,,,légumes,légumes cuits
98131f49-84cb-56b4-a29d-d106eee6cad9,TBCA,45,45,45,45,,,,
981d0511-5022-5f83-ac3d-aaa503e1a376,INSA,"Vinho licoroso, teor alcoólico  ≥17 e <20%vol.","Vinho licoroso, teor alcoólico ≥17 e <20%vol.",vinho licoroso teor alcoolico 17 e 20%vol,vinho licoroso teor alcoolico 17 e 20%vol,,,,
9825826a-5071-576e-affd-b5c4a86946c1,CIQUAL,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus","Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",lait fermente ou specialite laitiere type yaourt aromatise sucre au bifidus,lait fermente ou specialite laitiere type yaourt aromatise sucre au bifidus,,,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt
984e653f-6a12-5ed0-b55d-f3a940fb3d67,CIQUAL,"Pêche au sirop léger, appertisée, non égouttée","Pêche au sirop léger, appertisée, non égouttée",peche au sirop leger appertisee non egouttee,peche au sirop leger appertisee non egouttee,,,fruits,fruits appertisés
98544386-806b-5e56-a13a-4d931181415d,TACO,"Ciriguela, crua","Ciriguela, crua",ciriguela crua,ciriguela,crua,Frutas e derivados,,
985c79f9-1da0-5692-b11c-f5b897cd74d7,INSA,Quiche lorraine,Quiche lorraine,quiche lorraine,quiche lorraine,,,,
985eb33d-7af6-5e50-862a-f3045c94dd09,CIQUAL,"Boeuf, steak haché 15% MG, cru","Boeuf, steak haché 15% MG, cru",boeuf steak hache 15% mg cru,boeuf steak hache 15% mg,cru,,viandes crues,bœuf et veau
9864a85e-44cf-56b6-85aa-2ffb58fd17c9,CIQUAL,"Cola, sucré, avec édulcorants","Cola, sucré, avec édulcorants",cola sucre avec edulcorants,cola sucre avec edulcorants,,,boissons sans alcool,boissons rafraîchissantes sans alcool
98778075-f0b7-506e-966f-d43a6095d01b,INSA,"Vaca, espetada grelhada","Vaca, espetada grelhada",vaca espetada grelhada,vaca espetada,grelhada,,,
98849083-a75f-578f-84ec-5d9ad99ad4cc,CIQUAL,"Sandwich baguette, pâté, cornichons","Sandwich baguette, pâté, cornichons",sandwich baguette pate cornichons,sandwich baguette pate cornichons,,,sandwichs,-
9886c3e8-1547-5949-8bb5-6d956ff51099,CIQUAL,"Salade de riz, appertisée","Salade de riz, appertisée",salade de riz appertisee,salade de riz appertisee,,,salades composées et crudités,-
988ea9f3-3b44-5b5e-a673-eeda60b91950,TACO,"Azeite, de dendê","Azeite, de dendê",azeite de dende,azeite de dende,,Gorduras e óleos,,
98a176fd-9634-5b5f-91f5-da9d76b4c34b,CIQUAL,Fromage de chèvre sec,Fromage de chèvre sec,fromage de chevre sec,fromage de chevre sec,,,fromages et assimilés,fromages à pâte molle
98ac399c-e46d-54c4-afdd-51c9308e0dc3,TACO,"Lentilha, crua","Lentilha, crua",lentilha crua,lentilha,crua,Leguminosas e derivados,,
98ac9445-b283-5159-a3ec-517e8bf1d8fa,CIQUAL,"Poivron jaune, cru","Poivron jaune, cru",poivron jaune cru,poivron jaune,cru,,légumes,légumes crus
98b9316f-dfdb-577d-a460-76790d608085,CIQUAL,"Brick à l'oeuf, fait maison, cuit","Brick à l'oeuf, fait maison, cuit",brick a l oeuf fait maison cuit,brick a l oeuf fait maison cuit,,,feuilletées et autres entrées,-
98b9b404-255b-50d6-8131-fac03a052d9e,CIQUAL,Poisson cuit (aliment moyen),Poisson cuit (aliment moyen),poisson cuit aliment moyen,poisson cuit aliment moyen,,,plats composés,plats de poisson sans garniture
98bbb111-7566-5bdd-85c8-a353d6134341,CIQUAL,"Vanille, extrait alcoolique","Vanille, extrait alcoolique",vanille extrait alcoolique,vanille extrait alcoolique,,,épices,-
98c36510-6d08-5dc5-8f1c-e2c66b0b9e76,TACO,"Polvilho, doce","Polvilho, doce",polvilho doce,polvilho doce,,"Verduras, hortaliças e derivados",,
98cf029f-130d-530e-9e46-d42e739b5bf8,CIQUAL,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)","Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)",eau minerale vauban embouteillee non gazeuse moyennement mineralisee st-amand-les-eaux 59,eau minerale vauban embouteillee non gazeuse moyennement mineralisee st-amand-les-eaux 59,,,eaux,-
98d2429f-b9a0-5bf1-adbb-bf3ea8c97772,CIQUAL,Légume cuit (aliment moyen),Légume cuit (aliment moyen),legume cuit aliment moyen,legume cuit aliment moyen,,,légumes,légumes cuits
98ebd29a-29bf-5b1f-adc8-e1908878e3f5,TBCA,153,153,153,153,,,,
98f6e572-d94a-5ba0-902b-9d9ee76e3ad6,INSA,"Farinha láctea maçãs tipo ""Cerelac"" (com farinha de trigo)","Farinha láctea maçãs tipo ""Cerelac"" (com farinha de trigo)",farinha lactea macas tipo cerelac com farinha de trigo,farinha lactea macas tipo cerelac com farinha de trigo,,,,
98f71d9b-3000-529d-9030-b984d9eba6f5,CIQUAL,Huile de noix,Huile de noix,huile de noix,huile de noix,,,huiles et graisses végétales,-
990185b3-ea02-57ad-b07b-6dbf9a079bed,CIQUAL,"Spécialité végétale type fromage à tartiner, au soja, préemballée","Spécialité végétale type fromage à tartiner, au soja, préemballée",specialite vegetale type fromage a tartiner au soja preemballee,specialite vegetale type fromage a tartiner au soja preemballee,,,fromages et assimilés,substituts de fromages pour végétariens
99087901-de30-5f0b-aa06-133cb5c0ebef,CIQUAL,Saucisse sèche,Saucisse sèche,saucisse seche,saucisse seche,,,charcuteries et assimilés,saucisson secs
990fa926-ad4e-55bd-9c2c-2cfd2d94411b,TACO,"Bife à cavalo, com contra filé","Bife à cavalo, com contra filé",bife a cavalo com contra file,bife a cavalo com contra file,,Alimentos preparados,,
99117391-9c46-54e5-aac2-0fc74376aff1,CIQUAL,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit","Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit",nem ou pate imperial aux crevettes et/ou au crabe preemballe cuit,nem ou pate imperial aux crevettes et/ou au crabe preemballe cuit,,,feuilletées et autres entrées,-
